"Method","Trait","pval","estimate","se","lower","upper","length"
"MVMR-cML",1,1e-08,-0.209,0.091,-0.388,-0.03,0.358
"FLOW-MR",1,0.01,0.061,0.121,-0.181,0.303,0.484
"FLOW-MR",1,1e-04,0.004,0.127,-0.242,0.253,0.495
"FLOW-MR",1,1e-06,0.046,0.123,-0.194,0.29,0.484
"FLOW-MR",1,1e-08,0.017,0.128,-0.235,0.272,0.507
"MVMR-Horse",1,0.01,0.017,0.111,-0.208,0.234,0.442
"MVMR-Horse",1,1e-04,-0.054,0.114,-0.271,0.17,0.441
"MVMR-Horse",1,1e-06,-0.013,0.114,-0.229,0.221,0.45
"MVMR-Horse",1,1e-08,-0.093,0.112,-0.318,0.124,0.442
"FLOW-MR-indirect",1,0.01,0.809,0,0.588,1.044,0.456
"FLOW-MR-indirect",1,1e-04,0.843,0,0.571,1.153,0.582
"FLOW-MR-indirect",1,1e-06,0.733,0,0.447,1.01,0.563
"FLOW-MR-indirect",1,1e-08,0.802,0,0.548,1.09,0.542
"MVMR-IVW",1,0.01,0.117,0.07,-0.02,0.254,0.274
"MVMR-IVW",1,1e-04,0.128,0.077,-0.023,0.278,0.301
"MVMR-IVW",1,1e-06,0.097,0.078,-0.057,0.25,0.307
"MVMR-IVW",1,1e-08,0.085,0.079,-0.071,0.241,0.312
"GRAPPLE",1,0.01,0.206,0.136,-0.059,0.472,0.531
"GRAPPLE",1,1e-04,0.228,0.146,-0.058,0.513,0.571
"GRAPPLE",1,1e-06,0.155,0.14,-0.12,0.43,0.55
"GRAPPLE",1,1e-08,0.123,0.141,-0.154,0.4,0.554
"MVMR-Egger",1,0.01,0.111,0.07,-0.026,0.248,0.274
"MVMR-Egger",1,1e-04,0.121,0.076,-0.029,0.271,0.3
"MVMR-Egger",1,1e-06,0.094,0.078,-0.06,0.248,0.308
"MVMR-Egger",1,1e-08,0.083,0.079,-0.072,0.238,0.31
"MVMR-Robust",1,0.01,0.093,0.064,-0.032,0.217,0.249
"MVMR-Robust",1,1e-04,0.099,0.068,-0.034,0.232,0.266
"MVMR-Robust",1,1e-06,0.068,0.071,-0.07,0.207,0.277
"MVMR-Robust",1,1e-08,0.056,0.073,-0.088,0.199,0.287
"MVMR-cML",1,0.01,0.393,0.094,0.208,0.577,0.369
"MVMR-cML",1,1e-04,0.429,0.106,0.22,0.637,0.417
"MVMR-cML",1,1e-06,0.303,0.106,0.095,0.511,0.416
"MVMR-cML",1,1e-08,0.144,0.102,-0.055,0.343,0.398
"FLOW-MR",1,0.01,0.147,0.124,-0.093,0.39,0.483
"FLOW-MR",1,1e-04,0.139,0.129,-0.111,0.396,0.507
"FLOW-MR",1,1e-06,0.094,0.127,-0.151,0.345,0.496
"FLOW-MR",1,1e-08,0.084,0.133,-0.183,0.341,0.524
"MVMR-Horse",1,0.01,0.147,0.109,-0.066,0.359,0.425
"MVMR-Horse",1,1e-04,0.136,0.113,-0.082,0.355,0.437
"MVMR-Horse",1,1e-06,0.076,0.112,-0.145,0.292,0.437
"MVMR-Horse",1,1e-08,0.056,0.114,-0.17,0.277,0.447
"FLOW-MR-indirect",1,0.01,0.861,0,0.605,1.169,0.564
"FLOW-MR-indirect",1,1e-04,0.874,0,0.614,1.174,0.56
"FLOW-MR-indirect",1,1e-06,0.895,0,0.629,1.205,0.576
"FLOW-MR-indirect",1,1e-08,0.943,0,0.631,1.367,0.736
"MVMR-IVW",1,0.01,0.129,0.067,-0.002,0.26,0.262
"MVMR-IVW",1,1e-04,0.118,0.073,-0.025,0.261,0.286
"MVMR-IVW",1,1e-06,0.108,0.079,-0.047,0.262,0.309
"MVMR-IVW",1,1e-08,0.093,0.082,-0.068,0.253,0.321
"GRAPPLE",1,0.01,0.237,0.133,-0.024,0.498,0.522
"GRAPPLE",1,1e-04,0.216,0.138,-0.055,0.487,0.542
"GRAPPLE",1,1e-06,0.111,0.179,-0.24,0.462,0.702
"GRAPPLE",1,1e-08,0.141,0.184,-0.22,0.502,0.722
"MVMR-Egger",1,0.01,0.129,0.066,-0.001,0.259,0.26
"MVMR-Egger",1,1e-04,0.121,0.072,-0.021,0.263,0.284
"MVMR-Egger",1,1e-06,0.107,0.078,-0.046,0.26,0.306
"MVMR-Egger",1,1e-08,0.103,0.081,-0.056,0.261,0.317
"MVMR-Robust",1,0.01,0.149,0.071,0.01,0.287,0.277
"MVMR-Robust",1,1e-04,0.123,0.078,-0.031,0.276,0.307
"MVMR-Robust",1,1e-06,0.111,0.085,-0.055,0.277,0.332
"MVMR-Robust",1,1e-08,0.111,0.089,-0.062,0.285,0.347
"MVMR-cML",1,0.01,0.088,0.123,-0.152,0.328,0.48
"MVMR-cML",1,1e-04,0.05,0.135,-0.215,0.315,0.53
"MVMR-cML",1,1e-06,-0.278,0.153,-0.579,0.023,0.602
"MVMR-cML",1,1e-08,-0.304,0.154,-0.606,-0.002,0.604
"FLOW-MR",1,0.01,0.236,0.109,0.023,0.448,0.425
"FLOW-MR",1,1e-04,0.21,0.12,-0.024,0.443,0.467
"FLOW-MR",1,1e-06,0.201,0.123,-0.041,0.443,0.484
"FLOW-MR",1,1e-08,0.176,0.13,-0.08,0.433,0.513
"MVMR-Horse",1,0.01,0.255,0.094,0.063,0.436,0.373
"MVMR-Horse",1,1e-04,0.206,0.108,-0.006,0.419,0.425
"MVMR-Horse",1,1e-06,0.185,0.111,-0.044,0.398,0.442
"MVMR-Horse",1,1e-08,0.2,0.115,-0.032,0.413,0.445
"FLOW-MR-indirect",1,0.01,0.692,0,0.514,0.915,0.401
"FLOW-MR-indirect",1,1e-04,0.758,0,0.559,0.975,0.416
"FLOW-MR-indirect",1,1e-06,0.738,0,0.529,0.986,0.457
"FLOW-MR-indirect",1,1e-08,0.761,0,0.515,1.037,0.522
"MVMR-IVW",1,0.01,0,0.064,-0.125,0.125,0.25
"MVMR-IVW",1,1e-04,-0.025,0.069,-0.16,0.111,0.271
"MVMR-IVW",1,1e-06,-0.039,0.072,-0.18,0.101,0.281
"MVMR-IVW",1,1e-08,-0.041,0.072,-0.183,0.101,0.284
"GRAPPLE",1,0.01,0.053,0.113,-0.169,0.275,0.444
"GRAPPLE",1,1e-04,-0.023,0.121,-0.26,0.214,0.474
"GRAPPLE",1,1e-06,-0.045,0.119,-0.278,0.188,0.466
"GRAPPLE",1,1e-08,-0.047,0.118,-0.279,0.185,0.464
"MVMR-Egger",1,0.01,0.002,0.064,-0.123,0.127,0.25
"MVMR-Egger",1,1e-04,-0.017,0.069,-0.153,0.118,0.271
"MVMR-Egger",1,1e-06,-0.035,0.072,-0.176,0.105,0.281
"MVMR-Egger",1,1e-08,-0.032,0.072,-0.174,0.11,0.284
"MVMR-Robust",1,0.01,0.008,0.076,-0.141,0.157,0.298
"MVMR-Robust",1,1e-04,-0.026,0.081,-0.186,0.133,0.319
"MVMR-Robust",1,1e-06,-0.043,0.09,-0.219,0.134,0.353
"MVMR-Robust",1,1e-08,-0.042,0.094,-0.227,0.142,0.369
"MVMR-cML",1,0.01,-0.409,0.082,-0.57,-0.248,0.322
"MVMR-cML",1,1e-04,-0.426,0.099,-0.621,-0.231,0.39
"MVMR-cML",1,1e-06,-0.333,0.11,-0.549,-0.117,0.432
"MVMR-cML",1,1e-08,-0.147,0.124,-0.391,0.097,0.488
"FLOW-MR",1,0.01,0.027,0.114,-0.2,0.248,0.448
"FLOW-MR",1,1e-04,-0.022,0.12,-0.26,0.211,0.471
"FLOW-MR",1,1e-06,-0.04,0.121,-0.275,0.199,0.474
"FLOW-MR",1,1e-08,-0.043,0.119,-0.28,0.187,0.467
"MVMR-Horse",1,0.01,-0.01,0.115,-0.231,0.206,0.437
"MVMR-Horse",1,1e-04,-0.098,0.116,-0.322,0.142,0.464
"MVMR-Horse",1,1e-06,-0.109,0.119,-0.341,0.121,0.462
"MVMR-Horse",1,1e-08,-0.088,0.117,-0.323,0.134,0.457
"FLOW-MR-indirect",1,0.01,0.772,0,0.561,1.008,0.447
"FLOW-MR-indirect",1,1e-04,0.803,0,0.573,1.06,0.487
"FLOW-MR-indirect",1,1e-06,0.832,0,0.601,1.107,0.506
"FLOW-MR-indirect",1,1e-08,0.78,0,0.533,1.043,0.51
"MVMR-IVW",1,0.01,0.131,0.068,-0.003,0.264,0.267
"MVMR-IVW",1,1e-04,0.133,0.073,-0.011,0.277,0.288
"MVMR-IVW",1,1e-06,0.121,0.077,-0.031,0.272,0.303
"MVMR-IVW",1,1e-08,0.128,0.08,-0.028,0.285,0.313
"GRAPPLE",1,0.01,0.239,0.126,-0.008,0.486,0.494
"GRAPPLE",1,1e-04,0.228,0.129,-0.025,0.481,0.506
"GRAPPLE",1,1e-06,0.178,0.126,-0.069,0.425,0.494
"GRAPPLE",1,1e-08,0.19,0.127,-0.059,0.439,0.498
"MVMR-Egger",1,0.01,0.132,0.068,-0.001,0.265,0.266
"MVMR-Egger",1,1e-04,0.133,0.073,-0.011,0.276,0.287
"MVMR-Egger",1,1e-06,0.119,0.077,-0.033,0.27,0.303
"MVMR-Egger",1,1e-08,0.129,0.079,-0.026,0.285,0.311
"MVMR-Robust",1,0.01,0.106,0.073,-0.036,0.249,0.285
"MVMR-Robust",1,1e-04,0.099,0.074,-0.046,0.245,0.291
"MVMR-Robust",1,1e-06,0.083,0.077,-0.068,0.234,0.302
"MVMR-Robust",1,1e-08,0.094,0.083,-0.068,0.256,0.324
"MVMR-cML",1,0.01,0.066,0.093,-0.116,0.248,0.364
"MVMR-cML",1,1e-04,-0.133,0.089,-0.307,0.041,0.348
"MVMR-cML",1,1e-06,-0.187,0.097,-0.378,0.003,0.381
"MVMR-cML",1,1e-08,0.028,0.12,-0.208,0.264,0.472
"FLOW-MR",1,0.01,0.239,0.119,0.009,0.478,0.469
"FLOW-MR",1,1e-04,0.223,0.12,-0.013,0.461,0.474
"FLOW-MR",1,1e-06,0.202,0.122,-0.041,0.441,0.482
"FLOW-MR",1,1e-08,0.223,0.126,-0.022,0.47,0.492
"MVMR-Horse",1,0.01,0.158,0.104,-0.044,0.365,0.409
"MVMR-Horse",1,1e-04,0.134,0.108,-0.082,0.343,0.425
"MVMR-Horse",1,1e-06,0.109,0.107,-0.097,0.316,0.413
"MVMR-Horse",1,1e-08,0.132,0.11,-0.087,0.345,0.432
"FLOW-MR-indirect",1,0.01,0.698,0,0.498,0.902,0.404
"FLOW-MR-indirect",1,1e-04,0.721,0,0.506,0.971,0.465
"FLOW-MR-indirect",1,1e-06,0.769,0,0.538,1.035,0.497
"FLOW-MR-indirect",1,1e-08,0.774,0,0.507,1.102,0.595
"MVMR-IVW",1,0.01,0.053,0.07,-0.085,0.19,0.275
"MVMR-IVW",1,1e-04,0.052,0.076,-0.096,0.2,0.296
"MVMR-IVW",1,1e-06,0.078,0.082,-0.084,0.239,0.323
"MVMR-IVW",1,1e-08,0.051,0.083,-0.111,0.213,0.324
"GRAPPLE",1,0.01,0.278,0.302,-0.314,0.869,1.183
"GRAPPLE",1,1e-04,0.033,0.324,-0.602,0.667,1.269
"GRAPPLE",1,1e-06,0.374,0.43,-0.468,1.216,1.684
"GRAPPLE",1,1e-08,-0.259,0.617,-1.469,0.95,2.419
"MVMR-Egger",1,0.01,0.05,0.07,-0.088,0.187,0.275
"MVMR-Egger",1,1e-04,0.048,0.076,-0.1,0.197,0.297
"MVMR-Egger",1,1e-06,0.078,0.083,-0.085,0.24,0.325
"MVMR-Egger",1,1e-08,0.049,0.083,-0.114,0.211,0.325
"MVMR-Robust",1,0.01,0.029,0.064,-0.097,0.156,0.253
"MVMR-Robust",1,1e-04,0.025,0.07,-0.112,0.161,0.273
"MVMR-Robust",1,1e-06,0.037,0.078,-0.115,0.19,0.305
"MVMR-Robust",1,1e-08,0.003,0.081,-0.156,0.162,0.318
"MVMR-cML",1,0.01,0.59,0.13,0.335,0.846,0.511
"MVMR-cML",1,1e-04,0.039,0.137,-0.229,0.308,0.537
"MVMR-cML",1,1e-06,-0.036,0.147,-0.325,0.253,0.578
"MVMR-cML",1,1e-08,-0.427,0.164,-0.747,-0.106,0.641
"FLOW-MR",1,0.01,0.102,0.143,-0.17,0.393,0.563
"FLOW-MR",1,1e-04,0.101,0.143,-0.171,0.394,0.565
"FLOW-MR",1,1e-06,0.14,0.153,-0.148,0.457,0.605
"FLOW-MR",1,1e-08,0.103,0.154,-0.188,0.41,0.598
"MVMR-Horse",1,0.01,0.025,0.106,-0.186,0.228,0.414
"MVMR-Horse",1,1e-04,0.018,0.108,-0.187,0.231,0.418
"MVMR-Horse",1,1e-06,0.033,0.118,-0.193,0.265,0.458
"MVMR-Horse",1,1e-08,-0.027,0.114,-0.26,0.196,0.456
"FLOW-MR-indirect",1,0.01,0.868,0,0.555,1.227,0.672
"FLOW-MR-indirect",1,1e-04,0.887,0,0.57,1.212,0.642
"FLOW-MR-indirect",1,1e-06,0.858,0,0.535,1.213,0.678
"FLOW-MR-indirect",1,1e-08,0.883,0,0.576,1.278,0.702
"MVMR-IVW",1,0.01,-0.029,0.062,-0.151,0.092,0.243
"MVMR-IVW",1,1e-04,-0.006,0.068,-0.14,0.128,0.268
"MVMR-IVW",1,1e-06,-0.007,0.073,-0.15,0.136,0.286
"MVMR-IVW",1,1e-08,-0.013,0.073,-0.157,0.13,0.287
"GRAPPLE",1,0.01,-0.006,0.104,-0.211,0.199,0.41
"GRAPPLE",1,1e-04,0.043,0.114,-0.182,0.267,0.449
"GRAPPLE",1,1e-06,0.032,0.126,-0.216,0.279,0.495
"GRAPPLE",1,1e-08,0.008,0.133,-0.253,0.269,0.522
"MVMR-Egger",1,0.01,-0.03,0.062,-0.151,0.091,0.242
"MVMR-Egger",1,1e-04,-0.004,0.068,-0.138,0.13,0.268
"MVMR-Egger",1,1e-06,-0.007,0.073,-0.15,0.137,0.287
"MVMR-Egger",1,1e-08,-0.007,0.074,-0.151,0.137,0.288
"MVMR-Robust",1,0.01,-0.002,0.052,-0.104,0.101,0.205
"MVMR-Robust",1,1e-04,0.019,0.053,-0.085,0.122,0.207
"MVMR-Robust",1,1e-06,0.021,0.058,-0.093,0.134,0.227
"MVMR-Robust",1,1e-08,0.002,0.059,-0.114,0.119,0.233
"MVMR-cML",1,0.01,-0.099,0.074,-0.244,0.045,0.289
"MVMR-cML",1,1e-04,-0.097,0.08,-0.254,0.059,0.313
"MVMR-cML",1,1e-06,-0.125,0.094,-0.31,0.06,0.37
"MVMR-cML",1,1e-08,-0.206,0.114,-0.43,0.017,0.447
"FLOW-MR",1,0.01,0.032,0.104,-0.175,0.235,0.41
"FLOW-MR",1,1e-04,0.051,0.112,-0.167,0.269,0.436
"FLOW-MR",1,1e-06,0.058,0.118,-0.175,0.287,0.462
"FLOW-MR",1,1e-08,0.03,0.128,-0.224,0.28,0.504
"MVMR-Horse",1,0.01,-0.014,0.088,-0.19,0.153,0.343
"MVMR-Horse",1,1e-04,0.007,0.091,-0.169,0.187,0.356
"MVMR-Horse",1,1e-06,0.013,0.093,-0.173,0.2,0.373
"MVMR-Horse",1,1e-08,-0.016,0.097,-0.211,0.177,0.388
"FLOW-MR-indirect",1,0.01,0.758,0,0.515,1.086,0.571
"FLOW-MR-indirect",1,1e-04,0.847,0,0.558,1.181,0.623
"FLOW-MR-indirect",1,1e-06,0.853,0,0.531,1.177,0.646
"FLOW-MR-indirect",1,1e-08,0.867,0,0.564,1.165,0.601
"MVMR-IVW",1,0.01,0.085,0.073,-0.058,0.228,0.286
"MVMR-IVW",1,1e-04,0.085,0.077,-0.066,0.237,0.303
"MVMR-IVW",1,1e-06,0.073,0.082,-0.088,0.234,0.322
"MVMR-IVW",1,1e-08,0.073,0.084,-0.092,0.237,0.329
"GRAPPLE",1,0.01,0.068,0.198,-0.321,0.457,0.778
"GRAPPLE",1,1e-04,0.046,0.178,-0.303,0.394,0.697
"GRAPPLE",1,1e-06,0.026,0.189,-0.345,0.397,0.742
"GRAPPLE",1,1e-08,0.041,0.183,-0.318,0.4,0.718
"MVMR-Egger",1,0.01,0.076,0.072,-0.066,0.218,0.284
"MVMR-Egger",1,1e-04,0.08,0.076,-0.069,0.23,0.299
"MVMR-Egger",1,1e-06,0.063,0.082,-0.097,0.223,0.32
"MVMR-Egger",1,1e-08,0.061,0.083,-0.101,0.223,0.324
"MVMR-Robust",1,0.01,0.023,0.063,-0.101,0.148,0.249
"MVMR-Robust",1,1e-04,0.011,0.062,-0.111,0.134,0.245
"MVMR-Robust",1,1e-06,0.004,0.065,-0.123,0.13,0.253
"MVMR-Robust",1,1e-08,0.015,0.067,-0.116,0.146,0.262
"MVMR-cML",1,0.01,-0.486,0.115,-0.711,-0.261,0.45
"MVMR-cML",1,1e-04,-0.441,0.114,-0.665,-0.218,0.447
"MVMR-cML",1,1e-06,-0.391,0.116,-0.617,-0.164,0.453
"MVMR-cML",1,1e-08,0.173,0.097,-0.017,0.362,0.379
"FLOW-MR",1,0.01,0.155,0.135,-0.108,0.43,0.538
"FLOW-MR",1,1e-04,0.133,0.136,-0.128,0.406,0.534
"FLOW-MR",1,1e-06,0.114,0.136,-0.149,0.383,0.532
"FLOW-MR",1,1e-08,0.119,0.136,-0.151,0.387,0.538
"MVMR-Horse",1,0.01,-0.002,0.109,-0.214,0.214,0.428
"MVMR-Horse",1,1e-04,-0.024,0.103,-0.231,0.172,0.403
"MVMR-Horse",1,1e-06,-0.033,0.105,-0.238,0.178,0.416
"MVMR-Horse",1,1e-08,-0.001,0.105,-0.209,0.206,0.415
"FLOW-MR-indirect",1,0.01,0.641,0,0.402,0.9,0.498
"FLOW-MR-indirect",1,1e-04,0.706,0,0.447,0.981,0.534
"FLOW-MR-indirect",1,1e-06,0.711,0,0.434,1.008,0.574
"FLOW-MR-indirect",1,1e-08,0.731,0,0.404,1.067,0.663
"MVMR-IVW",1,0.01,0.064,0.072,-0.077,0.206,0.283
"MVMR-IVW",1,1e-04,0.059,0.078,-0.094,0.212,0.306
"MVMR-IVW",1,1e-06,0.034,0.082,-0.127,0.194,0.321
"MVMR-IVW",1,1e-08,0.023,0.084,-0.141,0.187,0.328
"GRAPPLE",1,0.01,0.364,0.245,-0.115,0.844,0.959
"GRAPPLE",1,1e-04,0.267,0.203,-0.13,0.664,0.794
"GRAPPLE",1,1e-06,0.133,0.177,-0.214,0.48,0.694
"GRAPPLE",1,1e-08,0.135,0.174,-0.206,0.476,0.682
"MVMR-Egger",1,0.01,0.064,0.072,-0.077,0.205,0.282
"MVMR-Egger",1,1e-04,0.06,0.078,-0.093,0.213,0.306
"MVMR-Egger",1,1e-06,0.034,0.082,-0.127,0.195,0.322
"MVMR-Egger",1,1e-08,0.027,0.084,-0.137,0.191,0.328
"MVMR-Robust",1,0.01,0.087,0.071,-0.052,0.226,0.278
"MVMR-Robust",1,1e-04,0.092,0.07,-0.046,0.23,0.276
"MVMR-Robust",1,1e-06,0.076,0.076,-0.073,0.226,0.299
"MVMR-Robust",1,1e-08,0.065,0.082,-0.096,0.226,0.322
"MVMR-cML",1,0.01,0.476,0.112,0.257,0.696,0.439
"MVMR-cML",1,1e-04,0.125,0.101,-0.073,0.324,0.397
"MVMR-cML",1,1e-06,0.197,0.102,-0.003,0.397,0.4
"MVMR-cML",1,1e-08,0.192,0.094,0.008,0.375,0.367
"FLOW-MR",1,0.01,0.175,0.129,-0.075,0.43,0.505
"FLOW-MR",1,1e-04,0.163,0.128,-0.096,0.414,0.51
"FLOW-MR",1,1e-06,0.131,0.132,-0.131,0.388,0.519
"FLOW-MR",1,1e-08,0.115,0.133,-0.15,0.374,0.524
"MVMR-Horse",1,0.01,0.139,0.104,-0.06,0.341,0.401
"MVMR-Horse",1,1e-04,0.158,0.099,-0.033,0.35,0.383
"MVMR-Horse",1,1e-06,0.164,0.105,-0.04,0.371,0.411
"MVMR-Horse",1,1e-08,0.131,0.106,-0.077,0.336,0.413
"FLOW-MR-indirect",1,0.01,0.735,0,0.489,1.021,0.532
"FLOW-MR-indirect",1,1e-04,0.787,0,0.564,1.043,0.479
"FLOW-MR-indirect",1,1e-06,0.816,0,0.585,1.105,0.52
"FLOW-MR-indirect",1,1e-08,0.83,0,0.542,1.125,0.583
"MVMR-IVW",1,0.01,0.066,0.068,-0.068,0.199,0.267
"MVMR-IVW",1,1e-04,0.034,0.072,-0.108,0.175,0.283
"MVMR-IVW",1,1e-06,0.025,0.076,-0.123,0.173,0.296
"MVMR-IVW",1,1e-08,0.014,0.078,-0.138,0.166,0.304
"GRAPPLE",1,0.01,0.187,0.132,-0.072,0.445,0.517
"GRAPPLE",1,1e-04,0.096,0.132,-0.163,0.355,0.518
"GRAPPLE",1,1e-06,0.06,0.131,-0.197,0.316,0.513
"GRAPPLE",1,1e-08,0.039,0.134,-0.224,0.302,0.526
"MVMR-Egger",1,0.01,0.072,0.068,-0.062,0.205,0.267
"MVMR-Egger",1,1e-04,0.038,0.072,-0.103,0.18,0.283
"MVMR-Egger",1,1e-06,0.027,0.076,-0.121,0.176,0.297
"MVMR-Egger",1,1e-08,0.016,0.077,-0.136,0.168,0.304
"MVMR-Robust",1,0.01,0.049,0.065,-0.077,0.176,0.253
"MVMR-Robust",1,1e-04,0.011,0.066,-0.119,0.14,0.259
"MVMR-Robust",1,1e-06,-0.003,0.071,-0.142,0.137,0.279
"MVMR-Robust",1,1e-08,-0.005,0.072,-0.146,0.137,0.283
"MVMR-cML",1,0.01,0.723,0.166,0.398,1.048,0.65
"MVMR-cML",1,1e-04,0.372,0.147,0.083,0.661,0.578
"MVMR-cML",1,1e-06,0.046,0.112,-0.174,0.266,0.44
"MVMR-cML",1,1e-08,0.022,0.082,-0.139,0.184,0.323
"FLOW-MR",1,0.01,0.123,0.122,-0.109,0.374,0.483
"FLOW-MR",1,1e-04,0.081,0.119,-0.151,0.318,0.469
"FLOW-MR",1,1e-06,0.059,0.123,-0.181,0.301,0.482
"FLOW-MR",1,1e-08,0.063,0.121,-0.172,0.304,0.476
"MVMR-Horse",1,0.01,0.05,0.101,-0.148,0.247,0.395
"MVMR-Horse",1,1e-04,-0.014,0.101,-0.215,0.181,0.396
"MVMR-Horse",1,1e-06,-0.017,0.1,-0.213,0.181,0.394
"MVMR-Horse",1,1e-08,-0.013,0.098,-0.214,0.179,0.393
"FLOW-MR-indirect",1,0.01,0.775,0,0.51,1.064,0.554
"FLOW-MR-indirect",1,1e-04,0.736,0,0.456,1.026,0.57
"FLOW-MR-indirect",1,1e-06,0.754,0,0.466,1.055,0.589
"FLOW-MR-indirect",1,1e-08,0.806,0,0.492,1.114,0.622
"MVMR-IVW",1,0.01,-0.034,0.064,-0.159,0.092,0.251
"MVMR-IVW",1,1e-04,-0.022,0.07,-0.159,0.116,0.275
"MVMR-IVW",1,1e-06,-0.038,0.074,-0.183,0.106,0.289
"MVMR-IVW",1,1e-08,-0.065,0.074,-0.211,0.081,0.292
"GRAPPLE",1,0.01,-0.14,0.113,-0.362,0.082,0.444
"GRAPPLE",1,1e-04,-0.104,0.119,-0.338,0.129,0.467
"GRAPPLE",1,1e-06,-0.111,0.113,-0.333,0.111,0.444
"GRAPPLE",1,1e-08,-0.125,0.12,-0.361,0.111,0.472
"MVMR-Egger",1,0.01,-0.031,0.064,-0.156,0.094,0.25
"MVMR-Egger",1,1e-04,-0.02,0.07,-0.157,0.117,0.274
"MVMR-Egger",1,1e-06,-0.037,0.074,-0.182,0.107,0.289
"MVMR-Egger",1,1e-08,-0.061,0.074,-0.207,0.084,0.291
"MVMR-Robust",1,0.01,-0.059,0.061,-0.179,0.06,0.239
"MVMR-Robust",1,1e-04,-0.051,0.066,-0.18,0.077,0.257
"MVMR-Robust",1,1e-06,-0.07,0.068,-0.203,0.062,0.265
"MVMR-Robust",1,1e-08,-0.072,0.072,-0.214,0.07,0.284
"MVMR-cML",1,0.01,-0.238,0.12,-0.473,-0.003,0.47
"MVMR-cML",1,1e-04,-0.129,0.129,-0.381,0.123,0.504
"MVMR-cML",1,1e-06,-0.231,0.131,-0.489,0.026,0.515
"MVMR-cML",1,1e-08,-0.331,0.139,-0.603,-0.059,0.544
"FLOW-MR",1,0.01,-0.061,0.107,-0.271,0.146,0.417
"FLOW-MR",1,1e-04,-0.052,0.108,-0.265,0.156,0.421
"FLOW-MR",1,1e-06,-0.061,0.112,-0.279,0.161,0.44
"FLOW-MR",1,1e-08,-0.064,0.116,-0.29,0.16,0.45
"MVMR-Horse",1,0.01,-0.088,0.09,-0.265,0.086,0.351
"MVMR-Horse",1,1e-04,-0.065,0.095,-0.25,0.119,0.369
"MVMR-Horse",1,1e-06,-0.089,0.098,-0.28,0.1,0.38
"MVMR-Horse",1,1e-08,-0.094,0.099,-0.283,0.103,0.386
"FLOW-MR-indirect",1,0.01,0.861,0,0.64,1.115,0.475
"FLOW-MR-indirect",1,1e-04,0.862,0,0.641,1.103,0.462
"FLOW-MR-indirect",1,1e-06,0.856,0,0.622,1.105,0.483
"FLOW-MR-indirect",1,1e-08,0.874,0,0.631,1.139,0.508
"MVMR-IVW",1,0.01,0.055,0.07,-0.082,0.192,0.274
"MVMR-IVW",1,1e-04,0.057,0.076,-0.093,0.206,0.299
"MVMR-IVW",1,1e-06,0.016,0.079,-0.14,0.172,0.312
"MVMR-IVW",1,1e-08,0.028,0.082,-0.132,0.188,0.32
"GRAPPLE",1,0.01,0.017,0.136,-0.249,0.282,0.531
"GRAPPLE",1,1e-04,0.021,0.143,-0.26,0.302,0.562
"GRAPPLE",1,1e-06,-0.019,0.142,-0.296,0.259,0.555
"GRAPPLE",1,1e-08,-0.002,0.139,-0.275,0.271,0.546
"MVMR-Egger",1,0.01,0.047,0.07,-0.09,0.184,0.274
"MVMR-Egger",1,1e-04,0.048,0.076,-0.102,0.197,0.299
"MVMR-Egger",1,1e-06,0.013,0.08,-0.143,0.169,0.312
"MVMR-Egger",1,1e-08,0.027,0.082,-0.133,0.187,0.32
"MVMR-Robust",1,0.01,0.046,0.061,-0.074,0.166,0.24
"MVMR-Robust",1,1e-04,0.047,0.059,-0.068,0.162,0.23
"MVMR-Robust",1,1e-06,0.015,0.063,-0.109,0.139,0.248
"MVMR-Robust",1,1e-08,0.02,0.064,-0.106,0.146,0.252
"MVMR-cML",1,0.01,-0.367,0.136,-0.634,-0.1,0.534
"MVMR-cML",1,1e-04,-0.272,0.141,-0.548,0.003,0.551
"MVMR-cML",1,1e-06,-0.383,0.151,-0.68,-0.086,0.594
"MVMR-cML",1,1e-08,-0.293,0.135,-0.557,-0.028,0.529
"FLOW-MR",1,0.01,0.137,0.129,-0.115,0.396,0.511
"FLOW-MR",1,1e-04,0.118,0.129,-0.132,0.371,0.503
"FLOW-MR",1,1e-06,0.064,0.134,-0.194,0.325,0.519
"FLOW-MR",1,1e-08,0.065,0.139,-0.209,0.342,0.551
"MVMR-Horse",1,0.01,0.081,0.109,-0.136,0.286,0.422
"MVMR-Horse",1,1e-04,0.086,0.106,-0.129,0.291,0.42
"MVMR-Horse",1,1e-06,0.025,0.102,-0.185,0.222,0.407
"MVMR-Horse",1,1e-08,0.029,0.106,-0.182,0.233,0.415
"FLOW-MR-indirect",1,0.01,0.789,0,0.553,1.036,0.483
"FLOW-MR-indirect",1,1e-04,0.836,0,0.568,1.115,0.547
"FLOW-MR-indirect",1,1e-06,0.858,0,0.58,1.151,0.571
"FLOW-MR-indirect",1,1e-08,0.83,0,0.541,1.167,0.626
"MVMR-IVW",1,0.01,-0.035,0.068,-0.167,0.098,0.265
"MVMR-IVW",1,1e-04,-0.045,0.072,-0.187,0.097,0.284
"MVMR-IVW",1,1e-06,-0.052,0.078,-0.205,0.101,0.306
"MVMR-IVW",1,1e-08,-0.06,0.078,-0.213,0.093,0.306
"GRAPPLE",1,0.01,-0.058,0.142,-0.335,0.219,0.554
"GRAPPLE",1,1e-04,-0.037,0.121,-0.274,0.2,0.474
