"Method","Trait","pval","estimate","se","lower","upper","length"
"FLOW-MR",1,0.01,0.314,0.16,0.026,0.647,0.621
"FLOW-MR",1,1e-04,0.363,0.169,0.05,0.716,0.666
"FLOW-MR",1,1e-06,0.314,0.166,-0.004,0.648,0.652
"FLOW-MR",1,1e-08,0.262,0.179,-0.082,0.621,0.703
"MVMR-Horse",1,0.01,0.188,0.077,0.041,0.344,0.303
"MVMR-Horse",1,1e-04,0.244,0.083,0.085,0.411,0.326
"MVMR-Horse",1,1e-06,0.219,0.09,0.039,0.394,0.355
"MVMR-Horse",1,1e-08,0.173,0.099,-0.016,0.376,0.392
"FLOW-MR-indirect",1,0.01,0.578,0,0.305,0.834,0.529
"FLOW-MR-indirect",1,1e-04,0.542,0,0.257,0.82,0.563
"FLOW-MR-indirect",1,1e-06,0.567,0,0.294,0.857,0.563
"FLOW-MR-indirect",1,1e-08,0.603,0,0.301,0.903,0.602
"MVMR-IVW",1,0.01,0.016,0.063,-0.108,0.14,0.248
"MVMR-IVW",1,1e-04,0.002,0.077,-0.148,0.152,0.3
"MVMR-IVW",1,1e-06,0.009,0.089,-0.165,0.183,0.348
"MVMR-IVW",1,1e-08,0.004,0.1,-0.192,0.2,0.392
"GRAPPLE",1,0.01,0.104,0.309,-0.501,0.709,1.21
"GRAPPLE",1,1e-04,0.121,0.322,-0.51,0.752,1.262
"GRAPPLE",1,1e-06,0.22,0.371,-0.507,0.948,1.455
"GRAPPLE",1,1e-08,0.192,0.379,-0.552,0.935,1.487
"MVMR-Egger",1,0.01,0.017,0.063,-0.107,0.141,0.248
"MVMR-Egger",1,1e-04,0.003,0.077,-0.148,0.154,0.302
"MVMR-Egger",1,1e-06,0.012,0.089,-0.163,0.186,0.349
"MVMR-Egger",1,1e-08,0.007,0.101,-0.191,0.204,0.395
"MVMR-Robust",1,0.01,0.043,0.06,-0.075,0.16,0.235
"MVMR-Robust",1,1e-04,0.035,0.074,-0.11,0.179,0.289
"MVMR-Robust",1,1e-06,0.047,0.08,-0.11,0.204,0.314
"MVMR-Robust",1,1e-08,0.041,0.092,-0.139,0.221,0.36
"MVMR-cML",1,0.01,1.104,0.213,0.685,1.522,0.837
"MVMR-cML",1,1e-04,1.085,0.223,0.648,1.522,0.874
"MVMR-cML",1,1e-06,1.107,0.256,0.605,1.609,1.004
"MVMR-cML",1,1e-08,1.097,0.252,0.604,1.59,0.986
"FLOW-MR",1,0.01,0.194,0.202,-0.186,0.6,0.786
"FLOW-MR",1,1e-04,0.162,0.204,-0.234,0.574,0.808
"FLOW-MR",1,1e-06,0.185,0.21,-0.227,0.61,0.837
"FLOW-MR",1,1e-08,0.184,0.241,-0.284,0.653,0.937
"MVMR-Horse",1,0.01,0.154,0.102,-0.042,0.359,0.401
"MVMR-Horse",1,1e-04,0.125,0.106,-0.077,0.331,0.408
"MVMR-Horse",1,1e-06,0.132,0.113,-0.084,0.356,0.44
"MVMR-Horse",1,1e-08,0.15,0.124,-0.09,0.398,0.488
"FLOW-MR-indirect",1,0.01,0.738,0,0.404,1.07,0.666
"FLOW-MR-indirect",1,1e-04,0.763,0,0.418,1.137,0.719
"FLOW-MR-indirect",1,1e-06,0.754,0,0.393,1.134,0.741
"FLOW-MR-indirect",1,1e-08,0.757,0,0.357,1.2,0.843
"MVMR-IVW",1,0.01,0.146,0.056,0.037,0.255,0.218
"MVMR-IVW",1,1e-04,0.136,0.065,0.009,0.263,0.254
"MVMR-IVW",1,1e-06,0.121,0.072,-0.02,0.263,0.283
"MVMR-IVW",1,1e-08,0.105,0.08,-0.052,0.262,0.314
"GRAPPLE",1,0.01,0.475,0.194,0.095,0.855,0.76
"GRAPPLE",1,1e-04,0.317,0.179,-0.034,0.668,0.702
"GRAPPLE",1,1e-06,0.25,0.183,-0.107,0.608,0.715
"GRAPPLE",1,1e-08,0.159,0.174,-0.182,0.5,0.682
"MVMR-Egger",1,0.01,0.143,0.056,0.033,0.252,0.219
"MVMR-Egger",1,1e-04,0.131,0.065,0.003,0.258,0.255
"MVMR-Egger",1,1e-06,0.117,0.073,-0.026,0.259,0.285
"MVMR-Egger",1,1e-08,0.098,0.08,-0.06,0.256,0.316
"MVMR-Robust",1,0.01,0.14,0.049,0.044,0.236,0.192
"MVMR-Robust",1,1e-04,0.135,0.054,0.029,0.241,0.212
"MVMR-Robust",1,1e-06,0.12,0.061,0,0.24,0.24
"MVMR-Robust",1,1e-08,0.1,0.066,-0.029,0.23,0.259
"MVMR-cML",1,0.01,1.271,0.262,0.758,1.785,1.027
"MVMR-cML",1,1e-04,1.204,0.282,0.65,1.757,1.107
"MVMR-cML",1,1e-06,0.975,0.238,0.508,1.443,0.935
"MVMR-cML",1,1e-08,0.633,0.16,0.32,0.946,0.626
"FLOW-MR",1,0.01,0.404,0.165,0.093,0.752,0.659
"FLOW-MR",1,1e-04,0.366,0.167,0.052,0.713,0.661
"FLOW-MR",1,1e-06,0.328,0.165,0.016,0.667,0.651
"FLOW-MR",1,1e-08,0.277,0.168,-0.043,0.622,0.665
"MVMR-Horse",1,0.01,0.283,0.079,0.124,0.436,0.312
"MVMR-Horse",1,1e-04,0.25,0.084,0.087,0.422,0.335
"MVMR-Horse",1,1e-06,0.221,0.087,0.051,0.393,0.342
"MVMR-Horse",1,1e-08,0.178,0.094,-0.004,0.364,0.368
"FLOW-MR-indirect",1,0.01,0.529,0,0.25,0.797,0.547
"FLOW-MR-indirect",1,1e-04,0.574,0,0.291,0.86,0.569
"FLOW-MR-indirect",1,1e-06,0.599,0,0.327,0.888,0.561
"FLOW-MR-indirect",1,1e-08,0.625,0,0.355,0.912,0.557
"MVMR-IVW",1,0.01,0.037,0.053,-0.068,0.142,0.21
"MVMR-IVW",1,1e-04,0.002,0.061,-0.118,0.121,0.239
"MVMR-IVW",1,1e-06,0.002,0.066,-0.128,0.132,0.26
"MVMR-IVW",1,1e-08,0.03,0.072,-0.111,0.171,0.282
"GRAPPLE",1,0.01,0.23,0.357,-0.47,0.93,1.4
"GRAPPLE",1,1e-04,0.06,0.276,-0.481,0.601,1.082
"GRAPPLE",1,1e-06,0.114,0.268,-0.413,0.64,1.053
"GRAPPLE",1,1e-08,0.178,0.239,-0.289,0.646,0.935
"MVMR-Egger",1,0.01,0.037,0.054,-0.068,0.142,0.21
"MVMR-Egger",1,1e-04,0.001,0.061,-0.119,0.12,0.239
"MVMR-Egger",1,1e-06,0.004,0.066,-0.126,0.134,0.26
"MVMR-Egger",1,1e-08,0.034,0.072,-0.107,0.176,0.283
"MVMR-Robust",1,0.01,0.064,0.05,-0.034,0.162,0.196
"MVMR-Robust",1,1e-04,0.033,0.054,-0.073,0.138,0.211
"MVMR-Robust",1,1e-06,0.05,0.057,-0.061,0.161,0.222
"MVMR-Robust",1,1e-08,0.085,0.061,-0.034,0.204,0.238
"MVMR-cML",1,0.01,0.797,0.207,0.391,1.204,0.813
"MVMR-cML",1,1e-04,-0.197,0.189,-0.568,0.175,0.743
"MVMR-cML",1,1e-06,0.509,0.184,0.149,0.869,0.72
"MVMR-cML",1,1e-08,0.799,0.246,0.317,1.281,0.964
"FLOW-MR",1,0.01,0.208,0.162,-0.093,0.554,0.647
"FLOW-MR",1,1e-04,0.131,0.161,-0.183,0.449,0.632
"FLOW-MR",1,1e-06,0.122,0.162,-0.184,0.454,0.638
"FLOW-MR",1,1e-08,0.169,0.165,-0.151,0.488,0.639
"MVMR-Horse",1,0.01,0.111,0.088,-0.066,0.283,0.349
"MVMR-Horse",1,1e-04,0.043,0.087,-0.129,0.213,0.342
"MVMR-Horse",1,1e-06,0.074,0.088,-0.094,0.247,0.341
"MVMR-Horse",1,1e-08,0.136,0.089,-0.04,0.314,0.354
"FLOW-MR-indirect",1,0.01,0.699,0,0.421,0.982,0.561
"FLOW-MR-indirect",1,1e-04,0.765,0,0.495,1.072,0.577
"FLOW-MR-indirect",1,1e-06,0.77,0,0.492,1.078,0.586
"FLOW-MR-indirect",1,1e-08,0.736,0,0.455,1.055,0.6
"MVMR-IVW",1,0.01,0.098,0.065,-0.03,0.225,0.255
"MVMR-IVW",1,1e-04,0.081,0.08,-0.075,0.236,0.311
"MVMR-IVW",1,1e-06,0.092,0.092,-0.088,0.271,0.359
"MVMR-IVW",1,1e-08,0.116,0.104,-0.087,0.32,0.407
"GRAPPLE",1,0.01,1.682,1.128,-0.529,3.894,4.423
"GRAPPLE",1,1e-04,0.682,0.578,-0.451,1.814,2.265
"GRAPPLE",1,1e-06,0.728,0.6,-0.448,1.904,2.352
"GRAPPLE",1,1e-08,0.823,0.609,-0.37,2.016,2.386
"MVMR-Egger",1,0.01,0.097,0.065,-0.03,0.225,0.255
"MVMR-Egger",1,1e-04,0.084,0.08,-0.073,0.24,0.313
"MVMR-Egger",1,1e-06,0.097,0.092,-0.083,0.277,0.36
"MVMR-Egger",1,1e-08,0.123,0.104,-0.079,0.326,0.405
"MVMR-Robust",1,0.01,0.128,0.06,0.01,0.247,0.237
"MVMR-Robust",1,1e-04,0.117,0.075,-0.03,0.265,0.295
"MVMR-Robust",1,1e-06,0.138,0.087,-0.033,0.31,0.343
"MVMR-Robust",1,1e-08,0.169,0.098,-0.022,0.361,0.383
"MVMR-cML",1,0.01,1.229,0.236,0.767,1.692,0.925
"MVMR-cML",1,1e-04,1.196,0.255,0.697,1.696,0.999
"MVMR-cML",1,1e-06,1.312,0.292,0.74,1.885,1.145
"MVMR-cML",1,1e-08,1.36,0.328,0.718,2.003,1.285
"FLOW-MR",1,0.01,0.55,0.226,0.119,1.005,0.886
"FLOW-MR",1,1e-04,0.449,0.241,-0.008,0.937,0.945
"FLOW-MR",1,1e-06,0.416,0.25,-0.061,0.911,0.972
"FLOW-MR",1,1e-08,0.448,0.253,-0.046,0.947,0.993
"MVMR-Horse",1,0.01,0.311,0.104,0.113,0.519,0.406
"MVMR-Horse",1,1e-04,0.221,0.118,-0.017,0.453,0.47
"MVMR-Horse",1,1e-06,0.269,0.124,0.033,0.517,0.484
"MVMR-Horse",1,1e-08,0.282,0.13,0.031,0.538,0.507
"FLOW-MR-indirect",1,0.01,0.534,0,0.145,0.925,0.78
"FLOW-MR-indirect",1,1e-04,0.63,0,0.198,1.058,0.86
"FLOW-MR-indirect",1,1e-06,0.64,0,0.205,1.067,0.862
"FLOW-MR-indirect",1,1e-08,0.628,0,0.193,1.084,0.891
"MVMR-IVW",1,0.01,0.151,0.056,0.041,0.261,0.22
"MVMR-IVW",1,1e-04,0.162,0.063,0.039,0.286,0.247
"MVMR-IVW",1,1e-06,0.154,0.07,0.016,0.292,0.276
"MVMR-IVW",1,1e-08,0.155,0.075,0.008,0.303,0.295
"GRAPPLE",1,0.01,1.06,0.396,0.283,1.837,1.554
"GRAPPLE",1,1e-04,0.553,0.211,0.14,0.966,0.826
"GRAPPLE",1,1e-06,0.498,0.216,0.075,0.92,0.845
"GRAPPLE",1,1e-08,0.406,0.192,0.03,0.781,0.751
"MVMR-Egger",1,0.01,0.151,0.056,0.041,0.262,0.221
"MVMR-Egger",1,1e-04,0.162,0.063,0.039,0.284,0.245
"MVMR-Egger",1,1e-06,0.151,0.071,0.013,0.289,0.276
"MVMR-Egger",1,1e-08,0.15,0.076,0.001,0.299,0.298
"MVMR-Robust",1,0.01,0.128,0.062,0.007,0.249,0.242
"MVMR-Robust",1,1e-04,0.14,0.069,0.005,0.275,0.27
"MVMR-Robust",1,1e-06,0.133,0.079,-0.022,0.287,0.309
"MVMR-Robust",1,1e-08,0.13,0.083,-0.034,0.293,0.327
"MVMR-cML",1,0.01,1.141,0.208,0.734,1.547,0.813
"MVMR-cML",1,1e-04,1.226,0.266,0.704,1.748,1.044
"MVMR-cML",1,1e-06,1.116,0.23,0.666,1.566,0.9
"MVMR-cML",1,1e-08,1.106,0.242,0.633,1.579,0.946
"FLOW-MR",1,0.01,0.369,0.175,0.033,0.729,0.696
"FLOW-MR",1,1e-04,0.357,0.159,0.06,0.685,0.625
"FLOW-MR",1,1e-06,0.338,0.161,0.033,0.662,0.629
"FLOW-MR",1,1e-08,0.32,0.15,0.039,0.631,0.592
"MVMR-Horse",1,0.01,0.235,0.092,0.06,0.414,0.354
"MVMR-Horse",1,1e-04,0.229,0.094,0.042,0.413,0.371
"MVMR-Horse",1,1e-06,0.214,0.099,0.026,0.404,0.378
"MVMR-Horse",1,1e-08,0.204,0.099,0.014,0.404,0.39
"FLOW-MR-indirect",1,0.01,0.641,0,0.345,0.943,0.598
"FLOW-MR-indirect",1,1e-04,0.635,0,0.37,0.91,0.54
"FLOW-MR-indirect",1,1e-06,0.636,0,0.372,0.914,0.542
"FLOW-MR-indirect",1,1e-08,0.618,0,0.366,0.887,0.521
"MVMR-IVW",1,0.01,0.036,0.056,-0.074,0.146,0.22
"MVMR-IVW",1,1e-04,0.048,0.068,-0.085,0.18,0.265
"MVMR-IVW",1,1e-06,0.046,0.074,-0.099,0.191,0.29
"MVMR-IVW",1,1e-08,0.046,0.083,-0.116,0.209,0.325
"GRAPPLE",1,0.01,0.148,0.173,-0.191,0.487,0.678
"GRAPPLE",1,1e-04,0.207,0.189,-0.163,0.576,0.739
"GRAPPLE",1,1e-06,0.166,0.18,-0.188,0.519,0.707
"GRAPPLE",1,1e-08,0.162,0.183,-0.196,0.521,0.717
"MVMR-Egger",1,0.01,0.036,0.056,-0.074,0.146,0.22
"MVMR-Egger",1,1e-04,0.051,0.067,-0.08,0.182,0.262
"MVMR-Egger",1,1e-06,0.048,0.073,-0.095,0.192,0.287
"MVMR-Egger",1,1e-08,0.048,0.082,-0.113,0.21,0.323
"MVMR-Robust",1,0.01,0.068,0.053,-0.035,0.171,0.206
"MVMR-Robust",1,1e-04,0.085,0.063,-0.038,0.208,0.246
"MVMR-Robust",1,1e-06,0.082,0.063,-0.042,0.207,0.249
"MVMR-Robust",1,1e-08,0.093,0.071,-0.047,0.233,0.28
"MVMR-cML",1,0.01,0.863,0.202,0.468,1.258,0.79
"MVMR-cML",1,1e-04,0.907,0.219,0.478,1.336,0.858
"MVMR-cML",1,1e-06,0.889,0.243,0.413,1.364,0.951
"MVMR-cML",1,1e-08,0.961,0.272,0.428,1.494,1.066
"FLOW-MR",1,0.01,0.221,0.163,-0.086,0.557,0.643
"FLOW-MR",1,1e-04,0.22,0.173,-0.114,0.572,0.686
"FLOW-MR",1,1e-06,0.185,0.165,-0.133,0.515,0.648
"FLOW-MR",1,1e-08,0.184,0.182,-0.167,0.559,0.726
"MVMR-Horse",1,0.01,0.151,0.089,-0.019,0.328,0.347
"MVMR-Horse",1,1e-04,0.164,0.091,-0.017,0.334,0.351
"MVMR-Horse",1,1e-06,0.139,0.092,-0.039,0.32,0.359
"MVMR-Horse",1,1e-08,0.154,0.097,-0.028,0.353,0.381
"FLOW-MR-indirect",1,0.01,0.803,0,0.543,1.083,0.54
"FLOW-MR-indirect",1,1e-04,0.808,0,0.528,1.114,0.586
"FLOW-MR-indirect",1,1e-06,0.787,0,0.517,1.075,0.558
"FLOW-MR-indirect",1,1e-08,0.801,0,0.51,1.124,0.614
"MVMR-IVW",1,0.01,0.123,0.06,0.006,0.241,0.235
"MVMR-IVW",1,1e-04,0.123,0.071,-0.015,0.262,0.277
"MVMR-IVW",1,1e-06,0.13,0.08,-0.027,0.286,0.313
"MVMR-IVW",1,1e-08,0.168,0.093,-0.015,0.351,0.366
"GRAPPLE",1,0.01,0.479,0.271,-0.052,1.01,1.062
"GRAPPLE",1,1e-04,0.231,0.257,-0.272,0.734,1.006
"GRAPPLE",1,1e-06,0.18,0.306,-0.419,0.779,1.198
"GRAPPLE",1,1e-08,0.591,0.457,-0.305,1.487,1.792
"MVMR-Egger",1,0.01,0.123,0.06,0.005,0.241,0.236
"MVMR-Egger",1,1e-04,0.115,0.071,-0.025,0.255,0.28
"MVMR-Egger",1,1e-06,0.12,0.08,-0.037,0.278,0.315
"MVMR-Egger",1,1e-08,0.162,0.094,-0.022,0.346,0.368
"MVMR-Robust",1,0.01,0.08,0.064,-0.045,0.204,0.249
"MVMR-Robust",1,1e-04,0.057,0.07,-0.08,0.195,0.275
"MVMR-Robust",1,1e-06,0.051,0.088,-0.123,0.224,0.347
"MVMR-Robust",1,1e-08,0.084,0.097,-0.106,0.273,0.379
"MVMR-cML",1,0.01,1.162,0.21,0.75,1.574,0.824
"MVMR-cML",1,1e-04,1.054,0.231,0.6,1.507,0.907
"MVMR-cML",1,1e-06,-0.774,0.216,-1.196,-0.351,0.845
"MVMR-cML",1,1e-08,-0.763,0.272,-1.295,-0.231,1.064
"FLOW-MR",1,0.01,0.429,0.225,0.008,0.887,0.879
"FLOW-MR",1,1e-04,0.399,0.222,-0.017,0.847,0.864
"FLOW-MR",1,1e-06,0.388,0.23,-0.041,0.859,0.9
"FLOW-MR",1,1e-08,0.446,0.243,-0.028,0.929,0.957
"MVMR-Horse",1,0.01,0.165,0.116,-0.056,0.398,0.454
"MVMR-Horse",1,1e-04,0.074,0.104,-0.12,0.288,0.408
"MVMR-Horse",1,1e-06,0.08,0.12,-0.142,0.319,0.461
"MVMR-Horse",1,1e-08,0.095,0.131,-0.147,0.37,0.517
"FLOW-MR-indirect",1,0.01,0.563,0,0.176,0.928,0.752
"FLOW-MR-indirect",1,1e-04,0.598,0,0.224,0.981,0.757
"FLOW-MR-indirect",1,1e-06,0.619,0,0.231,1.003,0.772
"FLOW-MR-indirect",1,1e-08,0.589,0,0.161,1.016,0.855
"MVMR-IVW",1,0.01,0.129,0.061,0.009,0.25,0.241
"MVMR-IVW",1,1e-04,0.143,0.073,-0.001,0.287,0.288
"MVMR-IVW",1,1e-06,0.163,0.085,-0.003,0.329,0.332
"MVMR-IVW",1,1e-08,0.209,0.097,0.02,0.398,0.378
"GRAPPLE",1,0.01,0.33,0.223,-0.107,0.767,0.874
"GRAPPLE",1,1e-04,0.299,0.226,-0.144,0.742,0.886
"GRAPPLE",1,1e-06,0.384,0.259,-0.124,0.893,1.017
"GRAPPLE",1,1e-08,0.534,0.267,0.011,1.058,1.047
"MVMR-Egger",1,0.01,0.127,0.062,0.006,0.248,0.242
"MVMR-Egger",1,1e-04,0.14,0.074,-0.004,0.284,0.288
"MVMR-Egger",1,1e-06,0.158,0.085,-0.009,0.324,0.333
"MVMR-Egger",1,1e-08,0.208,0.097,0.018,0.398,0.38
"MVMR-Robust",1,0.01,0.104,0.054,-0.002,0.21,0.212
"MVMR-Robust",1,1e-04,0.118,0.059,0.003,0.234,0.231
"MVMR-Robust",1,1e-06,0.143,0.065,0.017,0.27,0.253
"MVMR-Robust",1,1e-08,0.194,0.075,0.046,0.341,0.295
"MVMR-cML",1,0.01,1.034,0.241,0.562,1.505,0.943
"MVMR-cML",1,1e-04,1.153,0.249,0.665,1.64,0.975
"MVMR-cML",1,1e-06,1.097,0.239,0.629,1.565,0.936
"MVMR-cML",1,1e-08,1.51,0.323,0.878,2.143,1.265
"FLOW-MR",1,0.01,0.38,0.199,0.011,0.795,0.784
"FLOW-MR",1,1e-04,0.365,0.191,0.014,0.771,0.757
"FLOW-MR",1,1e-06,0.391,0.205,0.006,0.817,0.811
"FLOW-MR",1,1e-08,0.455,0.21,0.057,0.902,0.845
"MVMR-Horse",1,0.01,0.206,0.1,0.012,0.407,0.395
"MVMR-Horse",1,1e-04,0.192,0.1,-0.001,0.393,0.394
"MVMR-Horse",1,1e-06,0.221,0.106,0.03,0.434,0.404
"MVMR-Horse",1,1e-08,0.287,0.114,0.072,0.525,0.453
"FLOW-MR-indirect",1,0.01,0.656,0,0.319,0.986,0.667
"FLOW-MR-indirect",1,1e-04,0.676,0,0.353,1.008,0.655
"FLOW-MR-indirect",1,1e-06,0.664,0,0.318,1.006,0.688
"FLOW-MR-indirect",1,1e-08,0.61,0,0.259,0.983,0.724
"MVMR-IVW",1,0.01,0.085,0.054,-0.021,0.191,0.212
"MVMR-IVW",1,1e-04,0.089,0.064,-0.036,0.214,0.25
"MVMR-IVW",1,1e-06,0.087,0.071,-0.053,0.226,0.279
"MVMR-IVW",1,1e-08,0.07,0.078,-0.082,0.223,0.305
"GRAPPLE",1,0.01,0.284,0.154,-0.018,0.585,0.603
"GRAPPLE",1,1e-04,0.274,0.154,-0.027,0.576,0.603
"GRAPPLE",1,1e-06,0.272,0.166,-0.054,0.598,0.652
"GRAPPLE",1,1e-08,0.235,0.168,-0.095,0.565,0.66
"MVMR-Egger",1,0.01,0.085,0.054,-0.021,0.191,0.212
"MVMR-Egger",1,1e-04,0.087,0.064,-0.038,0.213,0.251
"MVMR-Egger",1,1e-06,0.082,0.071,-0.058,0.222,0.28
"MVMR-Egger",1,1e-08,0.07,0.078,-0.083,0.223,0.306
"MVMR-Robust",1,0.01,0.11,0.047,0.018,0.202,0.184
"MVMR-Robust",1,1e-04,0.127,0.049,0.03,0.224,0.194
"MVMR-Robust",1,1e-06,0.13,0.053,0.026,0.234,0.208
"MVMR-Robust",1,1e-08,0.115,0.057,0.004,0.226,0.222
"MVMR-cML",1,0.01,0.962,0.191,0.589,1.336,0.747
"MVMR-cML",1,1e-04,0.722,0.141,0.445,0.999,0.554
"MVMR-cML",1,1e-06,1.219,0.287,0.657,1.781,1.124
"MVMR-cML",1,1e-08,0.66,0.148,0.37,0.951,0.581
"FLOW-MR",1,0.01,0.345,0.166,0.034,0.69,0.656
"FLOW-MR",1,1e-04,0.312,0.164,0.007,0.65,0.643
"FLOW-MR",1,1e-06,0.283,0.169,-0.038,0.623,0.661
"FLOW-MR",1,1e-08,0.237,0.18,-0.111,0.595,0.706
"MVMR-Horse",1,0.01,0.176,0.084,0.014,0.34,0.326
"MVMR-Horse",1,1e-04,0.191,0.085,0.028,0.362,0.334
"MVMR-Horse",1,1e-06,0.194,0.087,0.024,0.367,0.343
"MVMR-Horse",1,1e-08,0.159,0.097,-0.031,0.355,0.386
"FLOW-MR-indirect",1,0.01,0.641,0,0.358,0.92,0.562
"FLOW-MR-indirect",1,1e-04,0.658,0,0.383,0.949,0.566
"FLOW-MR-indirect",1,1e-06,0.673,0,0.398,0.967,0.569
"FLOW-MR-indirect",1,1e-08,0.73,0,0.433,1.076,0.643
"MVMR-IVW",1,0.01,0.097,0.054,-0.009,0.202,0.211
"MVMR-IVW",1,1e-04,0.127,0.065,0,0.254,0.254
"MVMR-IVW",1,1e-06,0.146,0.074,0.001,0.291,0.29
"MVMR-IVW",1,1e-08,0.156,0.084,-0.008,0.321,0.329
"GRAPPLE",1,0.01,0.184,0.144,-0.098,0.465,0.563
"GRAPPLE",1,1e-04,0.242,0.163,-0.077,0.56,0.637
"GRAPPLE",1,1e-06,0.291,0.185,-0.072,0.655,0.727
"GRAPPLE",1,1e-08,0.291,0.195,-0.091,0.673,0.764
"MVMR-Egger",1,0.01,0.097,0.054,-0.009,0.202,0.211
"MVMR-Egger",1,1e-04,0.127,0.065,0,0.255,0.255
"MVMR-Egger",1,1e-06,0.146,0.074,0.001,0.291,0.29
"MVMR-Egger",1,1e-08,0.162,0.085,-0.004,0.328,0.332
"MVMR-Robust",1,0.01,0.08,0.047,-0.012,0.172,0.184
"MVMR-Robust",1,1e-04,0.112,0.053,0.008,0.217,0.209
"MVMR-Robust",1,1e-06,0.128,0.061,0.008,0.247,0.239
"MVMR-Robust",1,1e-08,0.14,0.069,0.005,0.276,0.271
"MVMR-cML",1,0.01,0.958,0.197,0.571,1.344,0.773
"MVMR-cML",1,1e-04,1.054,0.215,0.632,1.476,0.844
"MVMR-cML",1,1e-06,1.073,0.224,0.634,1.513,0.879
"MVMR-cML",1,1e-08,1.075,0.238,0.608,1.542,0.934
"FLOW-MR",1,0.01,0.261,0.137,0.001,0.539,0.538
"FLOW-MR",1,1e-04,0.303,0.152,0.014,0.613,0.599
"FLOW-MR",1,1e-06,0.318,0.159,0.017,0.633,0.616
"FLOW-MR",1,1e-08,0.347,0.173,0.024,0.696,0.672
"MVMR-Horse",1,0.01,0.115,0.076,-0.032,0.267,0.299
"MVMR-Horse",1,1e-04,0.164,0.084,-0.006,0.324,0.33
"MVMR-Horse",1,1e-06,0.185,0.094,0.003,0.365,0.362
"MVMR-Horse",1,1e-08,0.223,0.106,0.021,0.438,0.417
"FLOW-MR-indirect",1,0.01,0.595,0,0.374,0.834,0.46
"FLOW-MR-indirect",1,1e-04,0.574,0,0.328,0.831,0.503
"FLOW-MR-indirect",1,1e-06,0.569,0,0.305,0.841,0.536
"FLOW-MR-indirect",1,1e-08,0.562,0,0.271,0.853,0.582
"MVMR-IVW",1,0.01,0.046,0.06,-0.072,0.164,0.236
"MVMR-IVW",1,1e-04,0.017,0.073,-0.125,0.159,0.284
"MVMR-IVW",1,1e-06,0.016,0.081,-0.143,0.175,0.318
"MVMR-IVW",1,1e-08,0.017,0.092,-0.163,0.197,0.36
"GRAPPLE",1,0.01,-0.026,0.196,-0.41,0.358,0.768
"GRAPPLE",1,1e-04,-0.111,0.197,-0.496,0.274,0.77
"GRAPPLE",1,1e-06,-0.076,0.196,-0.46,0.308,0.768
"GRAPPLE",1,1e-08,-0.037,0.211,-0.45,0.376,0.826
"MVMR-Egger",1,0.01,0.036,0.06,-0.082,0.154,0.236
"MVMR-Egger",1,1e-04,0.01,0.073,-0.133,0.152,0.285
"MVMR-Egger",1,1e-06,0.008,0.081,-0.151,0.168,0.319
"MVMR-Egger",1,1e-08,0.01,0.092,-0.171,0.191,0.362
"MVMR-Robust",1,0.01,0.006,0.054,-0.101,0.112,0.213
"MVMR-Robust",1,1e-04,-0.034,0.061,-0.152,0.085,0.237
"MVMR-Robust",1,1e-06,-0.033,0.066,-0.163,0.096,0.259
"MVMR-Robust",1,1e-08,-0.03,0.073,-0.172,0.113,0.285
"MVMR-cML",1,0.01,-0.385,0.146,-0.672,-0.099,0.573
"MVMR-cML",1,1e-04,-0.886,0.205,-1.289,-0.484,0.805
"MVMR-cML",1,1e-06,-0.883,0.227,-1.327,-0.439,0.888
"MVMR-cML",1,1e-08,-0.86,0.233,-1.316,-0.403,0.913
"FLOW-MR",1,0.01,0.142,0.188,-0.214,0.533,0.747
"FLOW-MR",1,1e-04,0.084,0.178,-0.263,0.441,0.704
"FLOW-MR",1,1e-06,0.073,0.18,-0.266,0.444,0.71
"FLOW-MR",1,1e-08,0.106,0.198,-0.268,0.518,0.786
"MVMR-Horse",1,0.01,0.008,0.085,-0.158,0.181,0.339
"MVMR-Horse",1,1e-04,-0.069,0.09,-0.251,0.111,0.362
"MVMR-Horse",1,1e-06,-0.067,0.093,-0.256,0.111,0.367
"MVMR-Horse",1,1e-08,-0.079,0.102,-0.271,0.125,0.396
"FLOW-MR-indirect",1,0.01,0.771,0,0.45,1.109,0.659
"FLOW-MR-indirect",1,1e-04,0.808,0,0.502,1.134,0.632
"FLOW-MR-indirect",1,1e-06,0.828,0,0.516,1.165,0.649
"FLOW-MR-indirect",1,1e-08,0.804,0,0.46,1.166,0.706
"MVMR-IVW",1,0.01,0.095,0.06,-0.023,0.213,0.236
"MVMR-IVW",1,1e-04,0.127,0.072,-0.015,0.269,0.284
"MVMR-IVW",1,1e-06,0.129,0.081,-0.031,0.288,0.319
"MVMR-IVW",1,1e-08,0.161,0.097,-0.029,0.35,0.379
"GRAPPLE",1,0.01,0.162,0.177,-0.185,0.509,0.694
"GRAPPLE",1,1e-04,0.168,0.189,-0.201,0.538,0.739
"GRAPPLE",1,1e-06,0.159,0.189,-0.211,0.529,0.74
"GRAPPLE",1,1e-08,0.365,0.269,-0.162,0.893,1.055
"MVMR-Egger",1,0.01,0.097,0.061,-0.021,0.216,0.237
"MVMR-Egger",1,1e-04,0.127,0.073,-0.016,0.269,0.285
"MVMR-Egger",1,1e-06,0.128,0.082,-0.032,0.289,0.321
"MVMR-Egger",1,1e-08,0.16,0.097,-0.03,0.35,0.38
