"Method","Trait","pval","estimate","se","lower","upper","length"
"FLOW-MR","1","1e-04",0.502,0.215,0.087,0.922,0.835
"FLOW-MR","1","1e-06",0.493,0.24,0.052,0.981,0.929
"FLOW-MR","1","1e-08",0.5,0.244,0.035,1.003,0.968
"MVMR-Horse","1","0.01",0.291,0.122,0.049,0.524,0.475
"MVMR-Horse","1","1e-04",0.264,0.148,-0.021,0.555,0.576
"MVMR-Horse","1","1e-06",0.231,0.153,-0.065,0.53,0.595
"MVMR-Horse","1","1e-08",0.223,0.165,-0.094,0.555,0.649
"FLOW-MR-indirect","1","0.01",0.565,0,0.21,0.875,0.665
"FLOW-MR-indirect","1","1e-04",0.596,0,0.224,0.966,0.742
"FLOW-MR-indirect","1","1e-06",0.6,0,0.197,1.007,0.81
"FLOW-MR-indirect","1","1e-08",0.615,0,0.181,1.045,0.864
"MVMR-IVW","1","0.01",0.048,0.061,-0.071,0.167,0.238
"MVMR-IVW","1","1e-04",0.039,0.069,-0.097,0.174,0.271
"MVMR-IVW","1","1e-06",0.038,0.077,-0.112,0.188,0.3
"MVMR-IVW","1","1e-08",0.069,0.084,-0.097,0.234,0.331
"GRAPPLE","1","0.01",0.955,0.977,-0.96,2.871,3.831
"GRAPPLE","1","1e-04",0.756,1.053,-1.309,2.82,4.129
"GRAPPLE","1","1e-06",0.44,0.956,-1.434,2.313,3.747
"GRAPPLE","1","1e-08",0.632,0.785,-0.907,2.171,3.078
"MVMR-Egger","1","0.01",0.036,0.06,-0.082,0.154,0.236
"MVMR-Egger","1","1e-04",0.03,0.069,-0.104,0.165,0.269
"MVMR-Egger","1","1e-06",0.029,0.077,-0.122,0.179,0.301
"MVMR-Egger","1","1e-08",0.067,0.085,-0.098,0.233,0.331
"MVMR-Robust","1","0.01",0.059,0.064,-0.066,0.185,0.251
"MVMR-Robust","1","1e-04",0.054,0.078,-0.098,0.206,0.304
"MVMR-Robust","1","1e-06",0.037,0.081,-0.121,0.195,0.316
"MVMR-Robust","1","1e-08",0.078,0.082,-0.083,0.239,0.322
"MVMR-cML","1","0.01",-0.664,0.178,-1.012,-0.316,0.696
"MVMR-cML","1","1e-04",0.927,0.221,0.494,1.36,0.866
"MVMR-cML","1","1e-06",0.912,0.255,0.413,1.411,0.998
"MVMR-cML","1","1e-08",1.042,0.314,0.427,1.656,1.229
"FLOW-MR","1","0.01",0.39,0.261,-0.122,0.912,1.034
"FLOW-MR","1","1e-04",0.285,0.28,-0.268,0.831,1.099
"FLOW-MR","1","1e-06",0.242,0.258,-0.245,0.765,1.01
"FLOW-MR","1","1e-08",0.283,0.261,-0.217,0.821,1.038
"MVMR-Horse","1","0.01",0.169,0.118,-0.066,0.398,0.464
"MVMR-Horse","1","1e-04",0.128,0.13,-0.13,0.377,0.507
"MVMR-Horse","1","1e-06",0.052,0.134,-0.217,0.312,0.529
"MVMR-Horse","1","1e-08",0.099,0.122,-0.136,0.338,0.474
"FLOW-MR-indirect","1","0.01",0.685,0,0.237,1.151,0.914
"FLOW-MR-indirect","1","1e-04",0.757,0,0.285,1.259,0.974
"FLOW-MR-indirect","1","1e-06",0.787,0,0.341,1.242,0.901
"FLOW-MR-indirect","1","1e-08",0.77,0,0.31,1.248,0.938
"MVMR-IVW","1","0.01",0.102,0.06,-0.016,0.22,0.236
"MVMR-IVW","1","1e-04",0.109,0.068,-0.024,0.242,0.266
"MVMR-IVW","1","1e-06",0.095,0.08,-0.061,0.252,0.313
"MVMR-IVW","1","1e-08",0.165,0.087,-0.007,0.336,0.343
"GRAPPLE","1","0.01",1.071,0.696,-0.293,2.434,2.727
"GRAPPLE","1","1e-04",1.419,1.259,-1.049,3.887,4.936
"GRAPPLE","1","1e-06",7.172,26.742,-45.243,59.587,104.83
"GRAPPLE","1","1e-08",4.688,7.106,-9.239,18.615,27.854
"MVMR-Egger","1","0.01",0.099,0.061,-0.02,0.218,0.238
"MVMR-Egger","1","1e-04",0.103,0.069,-0.033,0.238,0.271
"MVMR-Egger","1","1e-06",0.093,0.081,-0.066,0.252,0.318
"MVMR-Egger","1","1e-08",0.17,0.09,-0.006,0.346,0.352
"MVMR-Robust","1","0.01",0.129,0.053,0.026,0.233,0.207
"MVMR-Robust","1","1e-04",0.122,0.062,0.002,0.243,0.241
"MVMR-Robust","1","1e-06",0.105,0.069,-0.03,0.241,0.271
"MVMR-Robust","1","1e-08",0.177,0.068,0.044,0.309,0.265
"MVMR-cML","1","0.01",1.351,0.271,0.819,1.883,1.064
"MVMR-cML","1","1e-04",1.169,0.25,0.678,1.66,0.982
"MVMR-cML","1","1e-06",1.249,0.315,0.632,1.867,1.235
"MVMR-cML","1","1e-08",1.342,0.336,0.683,2.001,1.318
"FLOW-MR","1","0.01",0.387,0.219,-0.012,0.843,0.855
"FLOW-MR","1","1e-04",0.403,0.24,-0.035,0.919,0.954
"FLOW-MR","1","1e-06",0.407,0.266,-0.096,0.966,1.062
"FLOW-MR","1","1e-08",0.47,0.248,0.007,0.977,0.97
"MVMR-Horse","1","0.01",0.292,0.108,0.081,0.509,0.428
"MVMR-Horse","1","1e-04",0.278,0.115,0.047,0.501,0.454
"MVMR-Horse","1","1e-06",0.264,0.136,0.007,0.537,0.53
"MVMR-Horse","1","1e-08",0.366,0.122,0.134,0.6,0.466
"FLOW-MR-indirect","1","0.01",0.707,0,0.338,1.066,0.728
"FLOW-MR-indirect","1","1e-04",0.708,0,0.285,1.11,0.825
"FLOW-MR-indirect","1","1e-06",0.737,0,0.264,1.19,0.926
"FLOW-MR-indirect","1","1e-08",0.689,0,0.245,1.129,0.884
"MVMR-IVW","1","0.01",0.06,0.052,-0.041,0.162,0.203
"MVMR-IVW","1","1e-04",0.056,0.056,-0.055,0.166,0.221
"MVMR-IVW","1","1e-06",0.027,0.063,-0.096,0.15,0.246
"MVMR-IVW","1","1e-08",0.001,0.069,-0.134,0.136,0.27
"GRAPPLE","1","0.01",0.166,0.263,-0.35,0.682,1.032
"GRAPPLE","1","1e-04",0.055,0.233,-0.401,0.511,0.912
"GRAPPLE","1","1e-06",-0.086,0.294,-0.663,0.491,1.154
"GRAPPLE","1","1e-08",-0.215,0.28,-0.763,0.333,1.096
"MVMR-Egger","1","0.01",0.058,0.052,-0.044,0.16,0.204
"MVMR-Egger","1","1e-04",0.053,0.057,-0.058,0.164,0.222
"MVMR-Egger","1","1e-06",0.027,0.063,-0.097,0.151,0.248
"MVMR-Egger","1","1e-08",0.003,0.07,-0.134,0.141,0.275
"MVMR-Robust","1","0.01",0.04,0.062,-0.081,0.161,0.242
"MVMR-Robust","1","1e-04",0.025,0.066,-0.104,0.154,0.258
"MVMR-Robust","1","1e-06",0.007,0.077,-0.144,0.158,0.302
"MVMR-Robust","1","1e-08",-0.025,0.083,-0.186,0.137,0.323
"MVMR-cML","1","0.01",0.829,0.192,0.453,1.205,0.752
"MVMR-cML","1","1e-04",0.615,0.188,0.246,0.984,0.738
"MVMR-cML","1","1e-06",-0.751,0.227,-1.196,-0.307,0.889
"MVMR-cML","1","1e-08",-0.931,0.281,-1.482,-0.379,1.103
"FLOW-MR","1","0.01",0.194,0.16,-0.113,0.529,0.642
"FLOW-MR","1","1e-04",0.161,0.162,-0.148,0.495,0.643
"FLOW-MR","1","1e-06",0.121,0.189,-0.241,0.492,0.733
"FLOW-MR","1","1e-08",0.07,0.186,-0.295,0.444,0.739
"MVMR-Horse","1","0.01",0.07,0.105,-0.139,0.276,0.415
"MVMR-Horse","1","1e-04",0.014,0.095,-0.173,0.198,0.371
"MVMR-Horse","1","1e-06",-0.035,0.107,-0.245,0.177,0.422
"MVMR-Horse","1","1e-08",-0.09,0.112,-0.3,0.131,0.431
"FLOW-MR-indirect","1","0.01",0.827,0,0.57,1.129,0.559
"FLOW-MR-indirect","1","1e-04",0.872,0,0.612,1.166,0.554
"FLOW-MR-indirect","1","1e-06",0.967,0,0.644,1.339,0.695
"FLOW-MR-indirect","1","1e-08",0.984,0,0.667,1.344,0.677
"MVMR-IVW","1","0.01",0.04,0.061,-0.079,0.159,0.238
"MVMR-IVW","1","1e-04",0.002,0.063,-0.122,0.126,0.248
"MVMR-IVW","1","1e-06",-0.011,0.07,-0.149,0.126,0.275
"MVMR-IVW","1","1e-08",0.024,0.079,-0.13,0.178,0.308
"GRAPPLE","1","0.01",0.18,0.397,-0.598,0.959,1.557
"GRAPPLE","1","1e-04",-0.109,0.469,-1.028,0.81,1.838
"GRAPPLE","1","1e-06",-0.104,0.536,-1.155,0.947,2.102
"GRAPPLE","1","1e-08",0.132,0.467,-0.785,1.048,1.833
"MVMR-Egger","1","0.01",0.037,0.061,-0.083,0.157,0.24
"MVMR-Egger","1","1e-04",-0.001,0.064,-0.126,0.124,0.25
"MVMR-Egger","1","1e-06",-0.011,0.071,-0.151,0.128,0.279
"MVMR-Egger","1","1e-08",0.024,0.079,-0.131,0.18,0.311
"MVMR-Robust","1","0.01",0.039,0.057,-0.073,0.151,0.224
"MVMR-Robust","1","1e-04",-0.014,0.058,-0.127,0.099,0.226
"MVMR-Robust","1","1e-06",-0.016,0.065,-0.144,0.113,0.257
"MVMR-Robust","1","1e-08",0.025,0.071,-0.114,0.164,0.278
"MVMR-cML","1","0.01",0.852,0.211,0.439,1.264,0.825
"MVMR-cML","1","1e-04",-0.591,0.205,-0.992,-0.189,0.803
"MVMR-cML","1","1e-06",-0.795,0.26,-1.305,-0.284,1.021
"MVMR-cML","1","1e-08",0.808,0.271,0.277,1.34,1.063
"FLOW-MR","1","0.01",0.265,0.257,-0.229,0.8,1.029
"FLOW-MR","1","1e-04",0.093,0.238,-0.371,0.58,0.951
"FLOW-MR","1","1e-06",0.052,0.237,-0.415,0.532,0.947
"FLOW-MR","1","1e-08",0.154,0.249,-0.318,0.664,0.982
"MVMR-Horse","1","0.01",0.018,0.115,-0.208,0.245,0.453
"MVMR-Horse","1","1e-04",-0.117,0.105,-0.311,0.093,0.404
"MVMR-Horse","1","1e-06",-0.137,0.122,-0.376,0.106,0.482
"MVMR-Horse","1","1e-08",-0.017,0.13,-0.271,0.238,0.509
"FLOW-MR-indirect","1","0.01",0.851,0,0.423,1.327,0.904
"FLOW-MR-indirect","1","1e-04",1.025,0,0.605,1.512,0.907
"FLOW-MR-indirect","1","1e-06",1.039,0,0.631,1.513,0.882
"FLOW-MR-indirect","1","1e-08",0.983,0,0.549,1.467,0.918
"MVMR-IVW","1","0.01",0.087,0.057,-0.026,0.2,0.226
"MVMR-IVW","1","1e-04",0.158,0.063,0.035,0.281,0.246
"MVMR-IVW","1","1e-06",0.193,0.07,0.056,0.33,0.274
"MVMR-IVW","1","1e-08",0.179,0.076,0.03,0.329,0.299
"GRAPPLE","1","0.01",0.556,0.285,-0.002,1.115,1.117
"GRAPPLE","1","1e-04",0.741,0.28,0.192,1.29,1.098
"GRAPPLE","1","1e-06",1.046,0.371,0.318,1.774,1.456
"GRAPPLE","1","1e-08",0.678,0.281,0.128,1.229,1.101
"MVMR-Egger","1","0.01",0.083,0.058,-0.031,0.197,0.228
"MVMR-Egger","1","1e-04",0.161,0.064,0.036,0.287,0.251
"MVMR-Egger","1","1e-06",0.199,0.07,0.061,0.337,0.276
"MVMR-Egger","1","1e-08",0.186,0.078,0.032,0.339,0.307
"MVMR-Robust","1","0.01",0.065,0.067,-0.067,0.196,0.263
"MVMR-Robust","1","1e-04",0.133,0.07,-0.003,0.269,0.272
"MVMR-Robust","1","1e-06",0.156,0.076,0.007,0.305,0.298
"MVMR-Robust","1","1e-08",0.133,0.085,-0.033,0.3,0.333
"MVMR-cML","1","0.01",1.093,0.209,0.684,1.503,0.819
"MVMR-cML","1","1e-04",1.353,0.276,0.813,1.893,1.08
"MVMR-cML","1","1e-06",1.524,0.341,0.855,2.193,1.338
"MVMR-cML","1","1e-08",1.291,0.31,0.683,1.898,1.215
"FLOW-MR","1","0.01",0.307,0.215,-0.083,0.769,0.852
"FLOW-MR","1","1e-04",0.468,0.219,0.076,0.93,0.854
"FLOW-MR","1","1e-06",0.473,0.214,0.065,0.901,0.836
"FLOW-MR","1","1e-08",0.454,0.222,0.038,0.906,0.868
"MVMR-Horse","1","0.01",0.056,0.105,-0.149,0.258,0.407
"MVMR-Horse","1","1e-04",0.188,0.109,-0.014,0.41,0.424
"MVMR-Horse","1","1e-06",0.203,0.109,-0.011,0.43,0.441
"MVMR-Horse","1","1e-08",0.166,0.114,-0.055,0.403,0.458
"FLOW-MR-indirect","1","0.01",0.724,0,0.389,1.059,0.67
"FLOW-MR-indirect","1","1e-04",0.61,0,0.257,0.946,0.689
"FLOW-MR-indirect","1","1e-06",0.64,0,0.276,1.018,0.742
"FLOW-MR-indirect","1","1e-08",0.661,0,0.276,1.046,0.77
"MVMR-IVW","1","0.01",0.05,0.057,-0.062,0.161,0.223
"MVMR-IVW","1","1e-04",0.066,0.063,-0.058,0.19,0.248
"MVMR-IVW","1","1e-06",0.018,0.068,-0.115,0.151,0.266
"MVMR-IVW","1","1e-08",0.019,0.072,-0.123,0.161,0.284
"GRAPPLE","1","0.01",0.395,0.252,-0.099,0.888,0.987
"GRAPPLE","1","1e-04",0.433,0.28,-0.115,0.981,1.096
"GRAPPLE","1","1e-06",0.209,0.241,-0.263,0.68,0.943
"GRAPPLE","1","1e-08",0.181,0.193,-0.197,0.558,0.755
"MVMR-Egger","1","0.01",0.048,0.058,-0.065,0.161,0.226
"MVMR-Egger","1","1e-04",0.067,0.065,-0.059,0.194,0.253
"MVMR-Egger","1","1e-06",0.023,0.07,-0.114,0.161,0.275
"MVMR-Egger","1","1e-08",0.039,0.076,-0.11,0.187,0.297
"MVMR-Robust","1","0.01",0.068,0.054,-0.038,0.173,0.211
"MVMR-Robust","1","1e-04",0.072,0.062,-0.05,0.194,0.244
"MVMR-Robust","1","1e-06",0.026,0.066,-0.103,0.155,0.258
"MVMR-Robust","1","1e-08",0.037,0.067,-0.095,0.168,0.263
"MVMR-cML","1","0.01",1.052,0.229,0.603,1.501,0.898
"MVMR-cML","1","1e-04",1.05,0.235,0.59,1.51,0.92
"MVMR-cML","1","1e-06",0.935,0.257,0.43,1.44,1.01
"MVMR-cML","1","1e-08",0.564,0.174,0.223,0.906,0.683
"FLOW-MR","1","0.01",0.242,0.175,-0.089,0.601,0.69
"FLOW-MR","1","1e-04",0.247,0.188,-0.094,0.646,0.74
"FLOW-MR","1","1e-06",0.146,0.185,-0.208,0.527,0.735
"FLOW-MR","1","1e-08",0.125,0.19,-0.244,0.512,0.756
"MVMR-Horse","1","0.01",0.11,0.109,-0.094,0.334,0.428
"MVMR-Horse","1","1e-04",0.134,0.112,-0.077,0.358,0.435
"MVMR-Horse","1","1e-06",0.045,0.108,-0.17,0.27,0.44
"MVMR-Horse","1","1e-08",0.041,0.103,-0.167,0.244,0.411
"FLOW-MR-indirect","1","0.01",0.729,0,0.447,1.028,0.581
"FLOW-MR-indirect","1","1e-04",0.723,0,0.421,1.042,0.621
"FLOW-MR-indirect","1","1e-06",0.802,0,0.493,1.14,0.647
"FLOW-MR-indirect","1","1e-08",0.818,0,0.498,1.167,0.669
"MVMR-IVW","1","0.01",0.032,0.057,-0.079,0.144,0.223
"MVMR-IVW","1","1e-04",0.046,0.065,-0.083,0.174,0.257
"MVMR-IVW","1","1e-06",0.032,0.07,-0.105,0.17,0.275
"MVMR-IVW","1","1e-08",0.034,0.075,-0.113,0.182,0.295
"GRAPPLE","1","0.01",0.509,0.764,-0.989,2.007,2.996
"GRAPPLE","1","1e-04",8.522,73.232,-135.014,152.057,287.071
"GRAPPLE","1","1e-06",0.112,1.597,-3.018,3.241,6.259
"GRAPPLE","1","1e-08",0.145,0.963,-1.743,2.033,3.776
"MVMR-Egger","1","0.01",0.025,0.057,-0.088,0.137,0.225
"MVMR-Egger","1","1e-04",0.045,0.067,-0.087,0.177,0.264
"MVMR-Egger","1","1e-06",0.034,0.072,-0.108,0.176,0.284
"MVMR-Egger","1","1e-08",0.057,0.077,-0.093,0.207,0.3
"MVMR-Robust","1","0.01",0.032,0.057,-0.08,0.144,0.224
"MVMR-Robust","1","1e-04",0.006,0.07,-0.132,0.144,0.276
"MVMR-Robust","1","1e-06",0.009,0.074,-0.135,0.154,0.289
"MVMR-Robust","1","1e-08",0.013,0.079,-0.141,0.167,0.308
"MVMR-cML","1","0.01",0.7,0.193,0.322,1.078,0.756
"MVMR-cML","1","1e-04",-0.749,0.18,-1.102,-0.396,0.706
"MVMR-cML","1","1e-06",0.759,0.247,0.275,1.243,0.968
"MVMR-cML","1","1e-08",0.884,0.297,0.303,1.466,1.163
"FLOW-MR","1","0.01",0.277,0.161,-0.031,0.605,0.636
"FLOW-MR","1","1e-04",0.303,0.217,-0.112,0.74,0.852
"FLOW-MR","1","1e-06",0.229,0.222,-0.205,0.671,0.876
"FLOW-MR","1","1e-08",0.23,0.237,-0.228,0.709,0.937
"MVMR-Horse","1","0.01",0.08,0.127,-0.158,0.334,0.492
"MVMR-Horse","1","1e-04",0.047,0.154,-0.237,0.378,0.615
"MVMR-Horse","1","1e-06",0.046,0.14,-0.231,0.334,0.565
"MVMR-Horse","1","1e-08",0.064,0.136,-0.197,0.334,0.531
"FLOW-MR-indirect","1","0.01",0.727,0,0.477,0.997,0.52
"FLOW-MR-indirect","1","1e-04",0.753,0,0.395,1.146,0.751
"FLOW-MR-indirect","1","1e-06",0.83,0,0.451,1.255,0.804
"FLOW-MR-indirect","1","1e-08",0.838,0,0.431,1.278,0.847
"MVMR-IVW","1","0.01",0.078,0.059,-0.038,0.194,0.232
"MVMR-IVW","1","1e-04",0.073,0.069,-0.062,0.208,0.27
"MVMR-IVW","1","1e-06",0.1,0.075,-0.048,0.247,0.295
"MVMR-IVW","1","1e-08",0.107,0.083,-0.055,0.269,0.324
"GRAPPLE","1","0.01",0.335,0.289,-0.23,0.901,1.131
"GRAPPLE","1","1e-04",0.486,0.396,-0.291,1.263,1.554
"GRAPPLE","1","1e-06",0.506,0.389,-0.256,1.268,1.524
"GRAPPLE","1","1e-08",0.392,0.364,-0.322,1.106,1.428
"MVMR-Egger","1","0.01",0.076,0.061,-0.043,0.195,0.238
"MVMR-Egger","1","1e-04",0.069,0.07,-0.068,0.206,0.274
"MVMR-Egger","1","1e-06",0.101,0.076,-0.049,0.25,0.299
"MVMR-Egger","1","1e-08",0.117,0.084,-0.048,0.282,0.33
"MVMR-Robust","1","0.01",0.091,0.054,-0.014,0.196,0.21
"MVMR-Robust","1","1e-04",0.105,0.063,-0.018,0.228,0.246
"MVMR-Robust","1","1e-06",0.103,0.067,-0.029,0.234,0.263
"MVMR-Robust","1","1e-08",0.108,0.069,-0.028,0.244,0.272
"MVMR-cML","1","0.01",1.191,0.242,0.716,1.666,0.95
"MVMR-cML","1","1e-04",1.227,0.264,0.709,1.746,1.037
"MVMR-cML","1","1e-06",1.257,0.3,0.669,1.844,1.175
"MVMR-cML","1","1e-08",1.175,0.296,0.596,1.755,1.159
"FLOW-MR","1","0.01",0.351,0.158,0.047,0.665,0.618
"FLOW-MR","1","1e-04",0.34,0.192,-0.039,0.725,0.764
"FLOW-MR","1","1e-06",0.335,0.209,-0.071,0.758,0.829
"FLOW-MR","1","1e-08",0.324,0.214,-0.088,0.759,0.847
"MVMR-Horse","1","0.01",0.19,0.101,-0.004,0.395,0.399
"MVMR-Horse","1","1e-04",0.18,0.107,-0.032,0.387,0.419
"MVMR-Horse","1","1e-06",0.158,0.115,-0.07,0.386,0.456
"MVMR-Horse","1","1e-08",0.157,0.109,-0.058,0.376,0.434
"FLOW-MR-indirect","1","0.01",0.68,0,0.446,0.918,0.472
"FLOW-MR-indirect","1","1e-04",0.756,0,0.446,1.097,0.651
"FLOW-MR-indirect","1","1e-06",0.768,0,0.419,1.154,0.735
"FLOW-MR-indirect","1","1e-08",0.769,0,0.412,1.159,0.747
"MVMR-IVW","1","0.01",0.12,0.055,0.012,0.228,0.216
"MVMR-IVW","1","1e-04",0.123,0.06,0.005,0.241,0.236
"MVMR-IVW","1","1e-06",0.096,0.066,-0.033,0.225,0.258
"MVMR-IVW","1","1e-08",0.112,0.074,-0.034,0.258,0.292
"GRAPPLE","1","0.01",0.494,0.289,-0.071,1.06,1.131
"GRAPPLE","1","1e-04",0.472,0.254,-0.025,0.97,0.995
"GRAPPLE","1","1e-06",0.37,0.333,-0.283,1.023,1.306
"GRAPPLE","1","1e-08",0.382,0.341,-0.287,1.051,1.338
"MVMR-Egger","1","0.01",0.118,0.055,0.009,0.226,0.217
"MVMR-Egger","1","1e-04",0.12,0.061,0.001,0.239,0.238
"MVMR-Egger","1","1e-06",0.098,0.067,-0.033,0.229,0.262
"MVMR-Egger","1","1e-08",0.113,0.075,-0.034,0.26,0.294
"MVMR-Robust","1","0.01",0.116,0.045,0.028,0.204,0.176
"MVMR-Robust","1","1e-04",0.13,0.049,0.034,0.225,0.191
"MVMR-Robust","1","1e-06",0.096,0.052,-0.006,0.199,0.205
"MVMR-Robust","1","1e-08",0.115,0.06,-0.003,0.232,0.235
"MVMR-cML","1","0.01",1.238,0.253,0.742,1.733,0.991
"MVMR-cML","1","1e-04",1.275,0.279,0.727,1.823,1.096
"MVMR-cML","1","1e-06",1,0.254,0.503,1.498,0.995
"MVMR-cML","1","1e-08",1.056,0.271,0.525,1.587,1.062
"FLOW-MR","1","0.01",0.422,0.191,0.073,0.82,0.747
"FLOW-MR","1","1e-04",0.361,0.169,0.046,0.712,0.666
"FLOW-MR","1","1e-06",0.323,0.189,-0.04,0.707,0.747
"FLOW-MR","1","1e-08",0.319,0.193,-0.055,0.712,0.767
"MVMR-Horse","1","0.01",0.219,0.089,0.051,0.396,0.345
"MVMR-Horse","1","1e-04",0.197,0.085,0.032,0.368,0.336
"MVMR-Horse","1","1e-06",0.153,0.093,-0.027,0.334,0.361
"MVMR-Horse","1","1e-08",0.172,0.106,-0.037,0.387,0.424
"FLOW-MR-indirect","1","0.01",0.669,0,0.332,0.984,0.652
"FLOW-MR-indirect","1","1e-04",0.712,0,0.408,1.01,0.602
"FLOW-MR-indirect","1","1e-06",0.776,0,0.446,1.136,0.69
"FLOW-MR-indirect","1","1e-08",0.789,0,0.451,1.152,0.701
"MVMR-IVW","1","0.01",0.139,0.062,0.018,0.26,0.242
"MVMR-IVW","1","1e-04",0.128,0.068,-0.005,0.26,0.265
"MVMR-IVW","1","1e-06",0.11,0.078,-0.043,0.262,0.305
"MVMR-IVW","1","1e-08",0.149,0.086,-0.019,0.318,0.337
"GRAPPLE","1","0.01",3.255,3.436,-3.48,9.99,13.47
"GRAPPLE","1","1e-04",2.59,3.134,-3.553,8.733,12.286
"GRAPPLE","1","1e-06",6.513,33.017,-58.199,71.225,129.424
"GRAPPLE","1","1e-08",6.569,21.588,-35.743,48.881,84.624
"MVMR-Egger","1","0.01",0.138,0.062,0.016,0.259,0.243
"MVMR-Egger","1","1e-04",0.128,0.068,-0.006,0.262,0.268
"MVMR-Egger","1","1e-06",0.119,0.079,-0.035,0.274,0.309
"MVMR-Egger","1","1e-08",0.154,0.087,-0.017,0.325,0.342
"MVMR-Robust","1","0.01",0.088,0.061,-0.031,0.207,0.238
"MVMR-Robust","1","1e-04",0.076,0.069,-0.059,0.211,0.27
"MVMR-Robust","1","1e-06",0.103,0.081,-0.056,0.262,0.318
"MVMR-Robust","1","1e-08",0.15,0.086,-0.018,0.318,0.336
"MVMR-cML","1","0.01",1.148,0.245,0.668,1.628,0.96
"MVMR-cML","1","1e-04",1.067,0.254,0.57,1.564,0.994
"MVMR-cML","1","1e-06",1.137,0.313,0.524,1.749,1.225
"MVMR-cML","1","1e-08",1.215,0.351,0.527,1.903,1.376
"FLOW-MR","1","0.01",0.474,0.238,0.047,0.997,0.95
"FLOW-MR","1","1e-04",0.39,0.232,-0.051,0.873,0.924
"FLOW-MR","1","1e-06",0.392,0.24,-0.067,0.872,0.939
"FLOW-MR","1","1e-08",0.439,0.251,-0.045,0.95,0.995
"MVMR-Horse","1","0.01",0.159,0.117,-0.067,0.391,0.458
"MVMR-Horse","1","1e-04",0.113,0.112,-0.114,0.33,0.444
"MVMR-Horse","1","1e-06",0.175,0.117,-0.066,0.394,0.46
"MVMR-Horse","1","1e-08",0.222,0.115,-0.008,0.441,0.449
"FLOW-MR-indirect","1","0.01",0.61,0,0.179,0.99,0.811
"FLOW-MR-indirect","1","1e-04",0.667,0,0.257,1.086,0.829
"FLOW-MR-indirect","1","1e-06",0.667,0,0.248,1.096,0.848
"FLOW-MR-indirect","1","1e-08",0.646,0,0.193,1.108,0.915
"MVMR-IVW","1","0.01",0.05,0.055,-0.059,0.158,0.217
"MVMR-IVW","1","1e-04",0.096,0.061,-0.025,0.216,0.241
"MVMR-IVW","1","1e-06",0.11,0.067,-0.021,0.241,0.262
"MVMR-IVW","1","1e-08",0.142,0.074,-0.003,0.287,0.29
"GRAPPLE","1","0.01",0.201,0.364,-0.512,0.914,1.426
"GRAPPLE","1","1e-04",0.497,0.501,-0.485,1.479,1.964
"GRAPPLE","1","1e-06",0.486,0.454,-0.403,1.376,1.779
"GRAPPLE","1","1e-08",0.698,0.44,-0.165,1.561,1.726
"MVMR-Egger","1","0.01",0.044,0.056,-0.065,0.152,0.217
"MVMR-Egger","1","1e-04",0.091,0.062,-0.03,0.212,0.242
"MVMR-Egger","1","1e-06",0.103,0.068,-0.03,0.235,0.265
"MVMR-Egger","1","1e-08",0.136,0.075,-0.011,0.284,0.295
"MVMR-Robust","1","0.01",0.041,0.059,-0.075,0.157,0.232
"MVMR-Robust","1","1e-04",0.068,0.06,-0.05,0.185,0.235
"MVMR-Robust","1","1e-06",0.102,0.062,-0.02,0.224,0.244
"MVMR-Robust","1","1e-08",0.139,0.068,0.006,0.272,0.266
"MVMR-cML","1","0.01",0.996,0.225,0.555,1.437,0.882
"MVMR-cML","1","1e-04",1.078,0.265,0.558,1.598,1.04
"MVMR-cML","1","1e-06",1.145,0.301,0.555,1.734,1.179
"MVMR-cML","1","1e-08",1.301,0.317,0.681,1.922,1.241
"FLOW-MR","1","0.01",0.425,0.213,0.011,0.852,0.841
"FLOW-MR","1","1e-04",0.466,0.222,0.053,0.932,0.879
"FLOW-MR","1","1e-06",0.433,0.217,0.002,0.884,0.882
"FLOW-MR","1","1e-08",0.431,0.204,0.039,0.833,0.794
"MVMR-Horse","1","0.01",0.054,0.112,-0.174,0.268,0.442
"MVMR-Horse","1","1e-04",0.122,0.116,-0.098,0.356,0.454
"MVMR-Horse","1","1e-06",0.18,0.109,-0.034,0.399,0.433
"MVMR-Horse","1","1e-08",0.234,0.114,0.016,0.468,0.452
"FLOW-MR-indirect","1","0.01",0.586,0,0.225,0.974,0.749
"FLOW-MR-indirect","1","1e-04",0.557,0,0.162,0.943,0.781
"FLOW-MR-indirect","1","1e-06",0.594,0,0.204,0.986,0.782
"FLOW-MR-indirect","1","1e-08",0.571,0,0.238,0.937,0.699
"MVMR-IVW","1","0.01",0.079,0.062,-0.041,0.2,0.241
"MVMR-IVW","1","1e-04",0.06,0.07,-0.077,0.197,0.274
"MVMR-IVW","1","1e-06",0.102,0.076,-0.048,0.252,0.3
"MVMR-IVW","1","1e-08",0.11,0.083,-0.053,0.274,0.327
"GRAPPLE","1","0.01",0.023,0.399,-0.759,0.804,1.563
"GRAPPLE","1","1e-04",-0.118,0.361,-0.826,0.591,1.417
"GRAPPLE","1","1e-06",0.045,0.312,-0.567,0.658,1.225
"GRAPPLE","1","1e-08",0.031,0.263,-0.484,0.546,1.03
"MVMR-Egger","1","0.01",0.076,0.062,-0.045,0.197,0.242
"MVMR-Egger","1","1e-04",0.057,0.071,-0.081,0.196,0.277
"MVMR-Egger","1","1e-06",0.114,0.077,-0.037,0.266,0.303
"MVMR-Egger","1","1e-08",0.121,0.084,-0.044,0.286,0.33
