"Method","Trait","pval","estimate","se","lower","upper","length"
"GRAPPLE","1","1e-08",0.964,0.071,0.824,1.104,0.28
"MR-Egger","1","0.01",0.417,0.052,0.316,0.518,0.202
"MR-Egger","1","1e-04",0.438,0.057,0.325,0.551,0.226
"MR-Egger","1","1e-06",0.41,0.065,0.283,0.538,0.255
"MR-Egger","1","1e-08",0.388,0.071,0.248,0.528,0.28
"MR-Robust","1","0.01",0.456,0.031,0.395,0.518,0.123
"MR-Robust","1","1e-04",0.525,0.035,0.456,0.593,0.137
"MR-Robust","1","1e-06",0.549,0.038,0.475,0.623,0.148
"MR-Robust","1","1e-08",0.585,0.043,0.501,0.67,0.169
"FLOW-MR","1","0.01",0.804,0.065,0.689,0.942,0.253
"FLOW-MR","1","1e-04",0.826,0.065,0.699,0.946,0.247
"FLOW-MR","1","1e-06",0.828,0.067,0.701,0.974,0.273
"FLOW-MR","1","1e-08",0.874,0.077,0.729,1.029,0.3
"MR-Horse","1","0.01",0.866,0.066,0.75,1.016,0.266
"MR-Horse","1","1e-04",0.901,0.066,0.786,1.042,0.256
"MR-Horse","1","1e-06",0.903,0.068,0.767,1.042,0.275
"MR-Horse","1","1e-08",0.928,0.072,0.8,1.082,0.282
"IVW","1","0.01",0.482,0.03,0.423,0.54,0.117
"IVW","1","1e-04",0.516,0.033,0.451,0.581,0.13
"IVW","1","1e-06",0.538,0.036,0.468,0.609,0.141
"IVW","1","1e-08",0.578,0.039,0.502,0.653,0.151
"GRAPPLE","1","0.01",0.821,0.053,0.716,0.925,0.209
"GRAPPLE","1","1e-04",0.811,0.054,0.705,0.918,0.213
"GRAPPLE","1","1e-06",0.779,0.055,0.672,0.887,0.215
"GRAPPLE","1","1e-08",0.828,0.057,0.716,0.941,0.225
"MR-Egger","1","0.01",0.492,0.049,0.396,0.587,0.191
"MR-Egger","1","1e-04",0.489,0.055,0.381,0.597,0.216
"MR-Egger","1","1e-06",0.486,0.062,0.365,0.607,0.242
"MR-Egger","1","1e-08",0.468,0.067,0.338,0.599,0.261
"MR-Robust","1","0.01",0.439,0.029,0.382,0.496,0.114
"MR-Robust","1","1e-04",0.479,0.032,0.416,0.543,0.127
"MR-Robust","1","1e-06",0.505,0.036,0.435,0.574,0.139
"MR-Robust","1","1e-08",0.549,0.04,0.471,0.626,0.155
"FLOW-MR","1","0.01",0.725,0.053,0.62,0.831,0.211
"FLOW-MR","1","1e-04",0.749,0.065,0.625,0.892,0.267
"FLOW-MR","1","1e-06",0.746,0.072,0.637,0.902,0.265
"FLOW-MR","1","1e-08",0.781,0.064,0.672,0.931,0.259
"MR-Horse","1","0.01",0.793,0.054,0.692,0.911,0.219
"MR-Horse","1","1e-04",0.813,0.063,0.704,0.952,0.248
"MR-Horse","1","1e-06",0.832,0.064,0.718,0.974,0.256
"MR-Horse","1","1e-08",0.832,0.065,0.708,0.955,0.247
"IVW","1","0.01",0.453,0.03,0.394,0.512,0.118
"IVW","1","1e-04",0.522,0.033,0.456,0.587,0.131
"IVW","1","1e-06",0.549,0.037,0.477,0.622,0.145
"IVW","1","1e-08",0.584,0.04,0.505,0.663,0.158
"GRAPPLE","1","0.01",0.761,0.051,0.662,0.861,0.199
"GRAPPLE","1","1e-04",0.819,0.053,0.715,0.922,0.207
"GRAPPLE","1","1e-06",0.819,0.055,0.711,0.928,0.217
"GRAPPLE","1","1e-08",0.842,0.058,0.728,0.955,0.227
"MR-Egger","1","0.01",0.432,0.049,0.336,0.529,0.193
"MR-Egger","1","1e-04",0.461,0.056,0.35,0.571,0.221
"MR-Egger","1","1e-06",0.456,0.063,0.332,0.579,0.247
"MR-Egger","1","1e-08",0.428,0.069,0.293,0.564,0.271
"MR-Robust","1","0.01",0.429,0.032,0.366,0.492,0.126
"MR-Robust","1","1e-04",0.499,0.033,0.434,0.563,0.129
"MR-Robust","1","1e-06",0.531,0.036,0.46,0.601,0.141
"MR-Robust","1","1e-08",0.571,0.04,0.493,0.649,0.156
"FLOW-MR","1","0.01",0.698,0.049,0.599,0.787,0.188
"FLOW-MR","1","1e-04",0.74,0.062,0.636,0.866,0.23
"FLOW-MR","1","1e-06",0.76,0.061,0.644,0.88,0.236
"FLOW-MR","1","1e-08",0.784,0.068,0.668,0.923,0.255
"MR-Horse","1","0.01",0.767,0.05,0.68,0.872,0.192
"MR-Horse","1","1e-04",0.803,0.056,0.703,0.918,0.215
"MR-Horse","1","1e-06",0.817,0.062,0.705,0.951,0.246
"MR-Horse","1","1e-08",0.826,0.059,0.72,0.94,0.22
"IVW","1","0.01",0.456,0.029,0.399,0.513,0.114
"IVW","1","1e-04",0.497,0.032,0.433,0.56,0.127
"IVW","1","1e-06",0.539,0.036,0.468,0.609,0.141
"IVW","1","1e-08",0.567,0.038,0.492,0.642,0.15
"GRAPPLE","1","0.01",0.723,0.049,0.627,0.818,0.191
"GRAPPLE","1","1e-04",0.738,0.051,0.638,0.838,0.2
"GRAPPLE","1","1e-06",0.785,0.056,0.676,0.894,0.218
"GRAPPLE","1","1e-08",0.789,0.056,0.679,0.899,0.22
"MR-Egger","1","0.01",0.458,0.046,0.369,0.547,0.178
"MR-Egger","1","1e-04",0.473,0.052,0.37,0.576,0.206
"MR-Egger","1","1e-06",0.512,0.059,0.397,0.628,0.231
"MR-Egger","1","1e-08",0.494,0.063,0.37,0.618,0.248
"MR-Robust","1","0.01",0.413,0.026,0.362,0.464,0.102
"MR-Robust","1","1e-04",0.457,0.028,0.401,0.513,0.112
"MR-Robust","1","1e-06",0.504,0.033,0.439,0.568,0.129
"MR-Robust","1","1e-08",0.533,0.036,0.463,0.603,0.14
"FLOW-MR","1","0.01",0.689,0.059,0.583,0.819,0.236
"FLOW-MR","1","1e-04",0.716,0.055,0.62,0.836,0.216
"FLOW-MR","1","1e-06",0.753,0.071,0.639,0.903,0.264
"FLOW-MR","1","1e-08",0.773,0.07,0.619,0.899,0.28
"MR-Horse","1","0.01",0.758,0.056,0.655,0.875,0.22
"MR-Horse","1","1e-04",0.769,0.061,0.665,0.907,0.242
"MR-Horse","1","1e-06",0.817,0.068,0.7,0.956,0.256
"MR-Horse","1","1e-08",0.82,0.063,0.704,0.952,0.248
"IVW","1","0.01",0.478,0.027,0.424,0.531,0.107
"IVW","1","1e-04",0.528,0.03,0.47,0.586,0.116
"IVW","1","1e-06",0.564,0.032,0.501,0.627,0.126
"IVW","1","1e-08",0.612,0.033,0.547,0.677,0.13
"GRAPPLE","1","0.01",0.74,0.043,0.654,0.825,0.171
"GRAPPLE","1","1e-04",0.766,0.045,0.677,0.854,0.177
"GRAPPLE","1","1e-06",0.785,0.047,0.693,0.877,0.184
"GRAPPLE","1","1e-08",0.831,0.048,0.738,0.924,0.186
"MR-Egger","1","0.01",0.462,0.047,0.37,0.554,0.184
"MR-Egger","1","1e-04",0.483,0.052,0.381,0.586,0.205
"MR-Egger","1","1e-06",0.47,0.057,0.359,0.581,0.222
"MR-Egger","1","1e-08",0.474,0.059,0.359,0.589,0.23
"MR-Robust","1","0.01",0.45,0.028,0.395,0.504,0.109
"MR-Robust","1","1e-04",0.496,0.027,0.443,0.55,0.107
"MR-Robust","1","1e-06",0.536,0.03,0.478,0.594,0.116
"MR-Robust","1","1e-08",0.578,0.031,0.517,0.64,0.123
"FLOW-MR","1","0.01",0.695,0.049,0.599,0.79,0.191
"FLOW-MR","1","1e-04",0.733,0.05,0.642,0.833,0.191
"FLOW-MR","1","1e-06",0.757,0.062,0.638,0.887,0.249
"FLOW-MR","1","1e-08",0.767,0.063,0.662,0.899,0.237
"MR-Horse","1","0.01",0.728,0.048,0.637,0.83,0.193
"MR-Horse","1","1e-04",0.768,0.059,0.655,0.887,0.232
"MR-Horse","1","1e-06",0.79,0.054,0.694,0.901,0.207
"MR-Horse","1","1e-08",0.817,0.052,0.718,0.923,0.205
"IVW","1","0.01",0.459,0.029,0.402,0.515,0.113
"IVW","1","1e-04",0.497,0.032,0.434,0.559,0.125
"IVW","1","1e-06",0.524,0.035,0.455,0.593,0.138
"IVW","1","1e-08",0.556,0.038,0.482,0.631,0.149
"GRAPPLE","1","0.01",0.711,0.047,0.619,0.803,0.184
"GRAPPLE","1","1e-04",0.723,0.049,0.627,0.82,0.193
"GRAPPLE","1","1e-06",0.726,0.051,0.625,0.826,0.201
"GRAPPLE","1","1e-08",0.759,0.055,0.652,0.866,0.214
"MR-Egger","1","0.01",0.462,0.047,0.371,0.553,0.182
"MR-Egger","1","1e-04",0.459,0.053,0.355,0.562,0.207
"MR-Egger","1","1e-06",0.44,0.059,0.325,0.555,0.23
"MR-Egger","1","1e-08",0.436,0.062,0.314,0.559,0.245
"MR-Robust","1","0.01",0.417,0.027,0.365,0.469,0.104
"MR-Robust","1","1e-04",0.461,0.029,0.404,0.517,0.113
"MR-Robust","1","1e-06",0.493,0.032,0.429,0.556,0.127
"MR-Robust","1","1e-08",0.527,0.037,0.456,0.599,0.143
"FLOW-MR","1","0.01",0.7,0.055,0.594,0.806,0.212
"FLOW-MR","1","1e-04",0.715,0.062,0.604,0.846,0.242
"FLOW-MR","1","1e-06",0.728,0.061,0.628,0.867,0.239
"FLOW-MR","1","1e-08",0.735,0.062,0.614,0.845,0.231
"MR-Horse","1","0.01",0.763,0.058,0.654,0.877,0.223
"MR-Horse","1","1e-04",0.779,0.06,0.67,0.894,0.224
"MR-Horse","1","1e-06",0.808,0.061,0.693,0.926,0.233
"MR-Horse","1","1e-08",0.809,0.068,0.688,0.955,0.267
"IVW","1","0.01",0.482,0.03,0.422,0.542,0.12
"IVW","1","1e-04",0.535,0.034,0.469,0.601,0.132
"IVW","1","1e-06",0.587,0.036,0.516,0.659,0.143
"IVW","1","1e-08",0.62,0.039,0.544,0.696,0.152
"GRAPPLE","1","0.01",0.832,0.056,0.723,0.942,0.219
"GRAPPLE","1","1e-04",0.862,0.057,0.75,0.975,0.225
"GRAPPLE","1","1e-06",0.898,0.058,0.785,1.012,0.227
"GRAPPLE","1","1e-08",0.908,0.059,0.793,1.024,0.231
"MR-Egger","1","0.01",0.459,0.049,0.363,0.556,0.193
"MR-Egger","1","1e-04",0.472,0.056,0.362,0.582,0.22
"MR-Egger","1","1e-06",0.498,0.061,0.379,0.618,0.239
"MR-Egger","1","1e-08",0.502,0.066,0.373,0.63,0.257
"MR-Robust","1","0.01",0.45,0.032,0.387,0.513,0.126
"MR-Robust","1","1e-04",0.514,0.035,0.446,0.582,0.136
"MR-Robust","1","1e-06",0.575,0.037,0.502,0.648,0.146
"MR-Robust","1","1e-08",0.612,0.039,0.535,0.689,0.154
"FLOW-MR","1","0.01",0.803,0.061,0.689,0.925,0.236
"FLOW-MR","1","1e-04",0.818,0.062,0.704,0.939,0.235
"FLOW-MR","1","1e-06",0.841,0.071,0.7,0.987,0.287
"FLOW-MR","1","1e-08",0.827,0.057,0.726,0.948,0.222
"MR-Horse","1","0.01",0.839,0.062,0.725,0.961,0.236
"MR-Horse","1","1e-04",0.881,0.063,0.763,1.006,0.243
"MR-Horse","1","1e-06",0.917,0.06,0.808,1.047,0.239
"MR-Horse","1","1e-08",0.905,0.06,0.785,1.019,0.234
"IVW","1","0.01",0.488,0.03,0.429,0.548,0.119
"IVW","1","1e-04",0.535,0.034,0.469,0.602,0.133
"IVW","1","1e-06",0.58,0.038,0.506,0.654,0.148
"IVW","1","1e-08",0.62,0.04,0.541,0.699,0.158
"GRAPPLE","1","0.01",0.804,0.052,0.703,0.905,0.202
"GRAPPLE","1","1e-04",0.83,0.054,0.723,0.936,0.213
"GRAPPLE","1","1e-06",0.862,0.058,0.749,0.976,0.227
"GRAPPLE","1","1e-08",0.898,0.061,0.779,1.018,0.239
"MR-Egger","1","0.01",0.507,0.05,0.408,0.605,0.197
"MR-Egger","1","1e-04",0.509,0.057,0.396,0.622,0.226
"MR-Egger","1","1e-06",0.533,0.064,0.407,0.659,0.252
"MR-Egger","1","1e-08",0.513,0.069,0.379,0.648,0.269
"MR-Robust","1","0.01",0.447,0.027,0.394,0.5,0.106
"MR-Robust","1","1e-04",0.499,0.029,0.442,0.555,0.113
"MR-Robust","1","1e-06",0.542,0.031,0.482,0.602,0.12
"MR-Robust","1","1e-08",0.582,0.033,0.517,0.646,0.129
"FLOW-MR","1","0.01",0.748,0.057,0.637,0.859,0.222
"FLOW-MR","1","1e-04",0.772,0.064,0.658,0.908,0.25
"FLOW-MR","1","1e-06",0.804,0.073,0.666,0.941,0.275
"FLOW-MR","1","1e-08",0.819,0.073,0.701,0.973,0.272
"MR-Horse","1","0.01",0.806,0.058,0.698,0.93,0.232
"MR-Horse","1","1e-04",0.828,0.061,0.711,0.949,0.238
"MR-Horse","1","1e-06",0.869,0.07,0.745,1.016,0.271
"MR-Horse","1","1e-08",0.864,0.063,0.756,1.002,0.246
"IVW","1","0.01",0.503,0.028,0.448,0.558,0.11
"IVW","1","1e-04",0.551,0.03,0.492,0.61,0.118
"IVW","1","1e-06",0.574,0.032,0.511,0.637,0.126
"IVW","1","1e-08",0.597,0.035,0.529,0.665,0.136
"GRAPPLE","1","0.01",0.836,0.048,0.742,0.93,0.188
"GRAPPLE","1","1e-04",0.833,0.048,0.74,0.926,0.186
"GRAPPLE","1","1e-06",0.804,0.046,0.713,0.895,0.182
"GRAPPLE","1","1e-08",0.801,0.048,0.708,0.895,0.187
"MR-Egger","1","0.01",0.537,0.047,0.446,0.629,0.183
"MR-Egger","1","1e-04",0.555,0.053,0.451,0.66,0.209
"MR-Egger","1","1e-06",0.561,0.061,0.443,0.68,0.237
"MR-Egger","1","1e-08",0.553,0.068,0.42,0.687,0.267
"MR-Robust","1","0.01",0.475,0.03,0.417,0.534,0.117
"MR-Robust","1","1e-04",0.521,0.029,0.464,0.578,0.114
"MR-Robust","1","1e-06",0.544,0.03,0.486,0.602,0.116
"MR-Robust","1","1e-08",0.567,0.03,0.507,0.626,0.119
"FLOW-MR","1","0.01",0.737,0.05,0.646,0.841,0.195
"FLOW-MR","1","1e-04",0.748,0.053,0.645,0.848,0.203
"FLOW-MR","1","1e-06",0.741,0.052,0.644,0.838,0.194
"FLOW-MR","1","1e-08",0.769,0.058,0.669,0.885,0.216
"MR-Horse","1","0.01",0.779,0.048,0.692,0.881,0.189
"MR-Horse","1","1e-04",0.802,0.048,0.717,0.903,0.186
"MR-Horse","1","1e-06",0.797,0.047,0.709,0.894,0.185
"MR-Horse","1","1e-08",0.799,0.051,0.705,0.906,0.201
"IVW","1","0.01",0.475,0.029,0.418,0.532,0.114
"IVW","1","1e-04",0.519,0.032,0.457,0.582,0.125
"IVW","1","1e-06",0.542,0.035,0.474,0.611,0.137
"IVW","1","1e-08",0.554,0.039,0.479,0.63,0.151
"GRAPPLE","1","0.01",0.765,0.048,0.669,0.86,0.191
"GRAPPLE","1","1e-04",0.779,0.049,0.682,0.876,0.194
"GRAPPLE","1","1e-06",0.766,0.051,0.666,0.866,0.2
"GRAPPLE","1","1e-08",0.747,0.055,0.64,0.854,0.214
"MR-Egger","1","0.01",0.461,0.045,0.372,0.55,0.178
"MR-Egger","1","1e-04",0.479,0.05,0.38,0.578,0.198
"MR-Egger","1","1e-06",0.48,0.058,0.366,0.594,0.228
"MR-Egger","1","1e-08",0.478,0.065,0.35,0.605,0.255
"MR-Robust","1","0.01",0.45,0.028,0.395,0.506,0.111
"MR-Robust","1","1e-04",0.496,0.029,0.439,0.554,0.115
"MR-Robust","1","1e-06",0.52,0.03,0.461,0.58,0.119
"MR-Robust","1","1e-08",0.532,0.032,0.47,0.594,0.124
"FLOW-MR","1","0.01",0.729,0.052,0.634,0.834,0.2
"FLOW-MR","1","1e-04",0.73,0.052,0.639,0.846,0.207
"FLOW-MR","1","1e-06",0.729,0.056,0.628,0.845,0.217
"FLOW-MR","1","1e-08",0.743,0.061,0.634,0.865,0.231
"MR-Horse","1","0.01",0.785,0.055,0.681,0.89,0.209
"MR-Horse","1","1e-04",0.785,0.053,0.693,0.9,0.207
"MR-Horse","1","1e-06",0.785,0.05,0.695,0.894,0.199
"MR-Horse","1","1e-08",0.801,0.063,0.698,0.942,0.244
"IVW","1","0.01",0.509,0.029,0.451,0.566,0.115
"IVW","1","1e-04",0.554,0.033,0.49,0.619,0.129
"IVW","1","1e-06",0.6,0.036,0.53,0.671,0.141
"IVW","1","1e-08",0.633,0.038,0.558,0.708,0.15
"GRAPPLE","1","0.01",0.897,0.055,0.79,1.004,0.214
"GRAPPLE","1","1e-04",0.911,0.057,0.8,1.022,0.222
"GRAPPLE","1","1e-06",0.916,0.058,0.803,1.029,0.226
"GRAPPLE","1","1e-08",0.915,0.058,0.801,1.029,0.228
"MR-Egger","1","0.01",0.525,0.048,0.432,0.619,0.187
"MR-Egger","1","1e-04",0.53,0.054,0.423,0.636,0.213
"MR-Egger","1","1e-06",0.566,0.061,0.445,0.686,0.241
"MR-Egger","1","1e-08",0.553,0.065,0.425,0.681,0.256
"MR-Robust","1","0.01",0.471,0.031,0.411,0.531,0.12
"MR-Robust","1","1e-04",0.531,0.037,0.459,0.604,0.145
"MR-Robust","1","1e-06",0.582,0.04,0.503,0.66,0.157
"MR-Robust","1","1e-08",0.622,0.045,0.535,0.709,0.174
"FLOW-MR","1","0.01",0.81,0.062,0.69,0.917,0.227
"FLOW-MR","1","1e-04",0.813,0.06,0.683,0.931,0.248
"FLOW-MR","1","1e-06",0.826,0.06,0.71,0.954,0.244
"FLOW-MR","1","1e-08",0.848,0.066,0.73,0.993,0.263
"MR-Horse","1","0.01",0.82,0.056,0.71,0.931,0.221
"MR-Horse","1","1e-04",0.872,0.058,0.762,0.993,0.231
"MR-Horse","1","1e-06",0.891,0.056,0.793,1.017,0.224
"MR-Horse","1","1e-08",0.893,0.061,0.773,1.011,0.238
"IVW","1","0.01",0.497,0.036,0.428,0.567,0.139
"IVW","1","1e-04",0.539,0.04,0.46,0.617,0.157
"IVW","1","1e-06",0.589,0.043,0.504,0.674,0.17
"IVW","1","1e-08",0.611,0.047,0.519,0.703,0.184
"GRAPPLE","1","0.01",1,0.078,0.847,1.152,0.305
"GRAPPLE","1","1e-04",0.973,0.077,0.822,1.124,0.302
"GRAPPLE","1","1e-06",0.989,0.077,0.837,1.14,0.303
"GRAPPLE","1","1e-08",0.951,0.077,0.799,1.102,0.303
"MR-Egger","1","0.01",0.564,0.056,0.454,0.673,0.219
"MR-Egger","1","1e-04",0.581,0.064,0.456,0.705,0.249
"MR-Egger","1","1e-06",0.605,0.072,0.465,0.746,0.281
"MR-Egger","1","1e-08",0.611,0.078,0.458,0.764,0.306
"MR-Robust","1","0.01",0.453,0.033,0.389,0.517,0.128
"MR-Robust","1","1e-04",0.5,0.036,0.429,0.571,0.142
"MR-Robust","1","1e-06",0.552,0.039,0.476,0.628,0.152
"MR-Robust","1","1e-08",0.575,0.043,0.491,0.659,0.168
"FLOW-MR","1","0.01",0.886,0.071,0.759,1.033,0.274
"FLOW-MR","1","1e-04",0.912,0.094,0.746,1.107,0.361
"FLOW-MR","1","1e-06",0.898,0.089,0.746,1.085,0.339
"FLOW-MR","1","1e-08",0.914,0.071,0.788,1.06,0.272
"MR-Horse","1","0.01",0.966,0.073,0.838,1.128,0.29
"MR-Horse","1","1e-04",1,0.083,0.86,1.182,0.322
"MR-Horse","1","1e-06",1.033,0.09,0.853,1.215,0.362
"MR-Horse","1","1e-08",1.029,0.078,0.879,1.197,0.318
"IVW","1","0.01",0.476,0.033,0.411,0.541,0.13
"IVW","1","1e-04",0.528,0.038,0.454,0.602,0.148
"IVW","1","1e-06",0.585,0.041,0.504,0.665,0.161
"IVW","1","1e-08",0.61,0.044,0.524,0.697,0.173
"GRAPPLE","1","0.01",0.892,0.064,0.767,1.018,0.251
"GRAPPLE","1","1e-04",0.913,0.067,0.781,1.045,0.264
"GRAPPLE","1","1e-06",0.955,0.07,0.818,1.092,0.274
"GRAPPLE","1","1e-08",0.937,0.07,0.799,1.075,0.276
"MR-Egger","1","0.01",0.44,0.054,0.334,0.547,0.213
"MR-Egger","1","1e-04",0.478,0.064,0.352,0.603,0.251
"MR-Egger","1","1e-06",0.507,0.071,0.369,0.646,0.277
"MR-Egger","1","1e-08",0.496,0.079,0.341,0.652,0.311
"MR-Robust","1","0.01",0.452,0.036,0.381,0.523,0.142
"MR-Robust","1","1e-04",0.508,0.036,0.437,0.579,0.142
"MR-Robust","1","1e-06",0.56,0.035,0.492,0.629,0.137
"MR-Robust","1","1e-08",0.588,0.037,0.515,0.661,0.146
"FLOW-MR","1","0.01",0.774,0.074,0.635,0.94,0.305
"FLOW-MR","1","1e-04",0.861,0.087,0.712,1.035,0.323
"FLOW-MR","1","1e-06",0.891,0.072,0.76,1.022,0.262
"FLOW-MR","1","1e-08",0.904,0.09,0.748,1.073,0.325
"MR-Horse","1","0.01",0.861,0.067,0.734,1.003,0.269
"MR-Horse","1","1e-04",0.954,0.075,0.821,1.122,0.301
"MR-Horse","1","1e-06",0.979,0.081,0.825,1.134,0.309
"MR-Horse","1","1e-08",0.974,0.072,0.839,1.127,0.288
"IVW","1","0.01",0.5,0.028,0.445,0.555,0.11
"IVW","1","1e-04",0.572,0.03,0.513,0.631,0.118
"IVW","1","1e-06",0.613,0.033,0.549,0.677,0.128
"IVW","1","1e-08",0.642,0.035,0.573,0.711,0.138
"GRAPPLE","1","0.01",0.841,0.05,0.742,0.939,0.197
"GRAPPLE","1","1e-04",0.868,0.051,0.767,0.968,0.201
"GRAPPLE","1","1e-06",0.88,0.053,0.776,0.985,0.209
"GRAPPLE","1","1e-08",0.895,0.055,0.786,1.003,0.217
"MR-Egger","1","0.01",0.48,0.047,0.388,0.572,0.184
"MR-Egger","1","1e-04",0.534,0.051,0.434,0.634,0.2
"MR-Egger","1","1e-06",0.555,0.056,0.446,0.664,0.218
"MR-Egger","1","1e-08",0.551,0.059,0.435,0.667,0.232
"MR-Robust","1","0.01",0.471,0.031,0.409,0.532,0.123
"MR-Robust","1","1e-04",0.545,0.031,0.485,0.606,0.121
"MR-Robust","1","1e-06",0.589,0.032,0.525,0.652,0.127
"MR-Robust","1","1e-08",0.619,0.036,0.549,0.689,0.14
"FLOW-MR","1","0.01",0.752,0.06,0.641,0.871,0.23
"FLOW-MR","1","1e-04",0.779,0.055,0.685,0.904,0.219
"FLOW-MR","1","1e-06",0.793,0.057,0.683,0.893,0.21
"FLOW-MR","1","1e-08",0.798,0.061,0.691,0.939,0.248
"MR-Horse","1","0.01",0.782,0.051,0.688,0.885,0.197
"MR-Horse","1","1e-04",0.829,0.055,0.733,0.944,0.211
"MR-Horse","1","1e-06",0.847,0.055,0.746,0.965,0.219
"MR-Horse","1","1e-08",0.857,0.056,0.754,0.972,0.218
"IVW","1","0.01",0.462,0.031,0.401,0.524,0.123
"IVW","1","1e-04",0.513,0.035,0.445,0.581,0.136
"IVW","1","1e-06",0.55,0.039,0.473,0.626,0.153
"IVW","1","1e-08",0.597,0.042,0.514,0.679,0.165
"GRAPPLE","1","0.01",0.772,0.054,0.667,0.878,0.211
"GRAPPLE","1","1e-04",0.798,0.055,0.689,0.906,0.217
"GRAPPLE","1","1e-06",0.823,0.06,0.705,0.941,0.236
"GRAPPLE","1","1e-08",0.861,0.062,0.74,0.981,0.241
"MR-Egger","1","0.01",0.501,0.05,0.402,0.599,0.197
"MR-Egger","1","1e-04",0.523,0.058,0.409,0.636,0.227
"MR-Egger","1","1e-06",0.531,0.064,0.405,0.656,0.251
"MR-Egger","1","1e-08",0.527,0.07,0.39,0.663,0.273
"MR-Robust","1","0.01",0.427,0.032,0.365,0.489,0.124
"MR-Robust","1","1e-04",0.489,0.034,0.423,0.556,0.133
"MR-Robust","1","1e-06",0.538,0.039,0.462,0.615,0.153
"MR-Robust","1","1e-08",0.591,0.04,0.512,0.67,0.158
"FLOW-MR","1","0.01",0.778,0.056,0.662,0.89,0.228
"FLOW-MR","1","1e-04",0.777,0.06,0.657,0.896,0.239
"FLOW-MR","1","1e-06",0.824,0.07,0.704,0.982,0.278
"FLOW-MR","1","1e-08",0.841,0.068,0.712,0.981,0.269
"MR-Horse","1","0.01",0.83,0.067,0.713,0.973,0.26
"MR-Horse","1","1e-04",0.848,0.062,0.733,0.981,0.248
"MR-Horse","1","1e-06",0.886,0.063,0.765,1.018,0.253
"MR-Horse","1","1e-08",0.921,0.068,0.794,1.051,0.257
"IVW","1","0.01",0.508,0.033,0.443,0.573,0.13
"IVW","1","1e-04",0.553,0.037,0.481,0.626,0.145
"IVW","1","1e-06",0.592,0.041,0.511,0.672,0.161
"IVW","1","1e-08",0.634,0.044,0.547,0.721,0.174
"GRAPPLE","1","0.01",1.008,0.07,0.871,1.144,0.273
"GRAPPLE","1","1e-04",0.97,0.068,0.838,1.103,0.265
"GRAPPLE","1","1e-06",0.978,0.07,0.841,1.114,0.273
"GRAPPLE","1","1e-08",0.992,0.071,0.852,1.132,0.28
"MR-Egger","1","0.01",0.408,0.049,0.312,0.505,0.193
"MR-Egger","1","1e-04",0.396,0.054,0.29,0.502,0.212
"MR-Egger","1","1e-06",0.382,0.058,0.268,0.496,0.228
"MR-Egger","1","1e-08",0.383,0.062,0.262,0.504,0.242
"MR-Robust","1","0.01",0.474,0.035,0.407,0.542,0.135
"MR-Robust","1","1e-04",0.524,0.038,0.45,0.598,0.148
"MR-Robust","1","1e-06",0.567,0.043,0.483,0.651,0.168
"MR-Robust","1","1e-08",0.605,0.044,0.518,0.691,0.173
"FLOW-MR","1","0.01",0.866,0.067,0.757,1.01,0.253
"FLOW-MR","1","1e-04",0.827,0.064,0.702,0.955,0.253
"FLOW-MR","1","1e-06",0.847,0.078,0.717,1.016,0.299
"FLOW-MR","1","1e-08",0.86,0.076,0.717,1.017,0.3
"MR-Horse","1","0.01",0.912,0.056,0.809,1.026,0.217
"MR-Horse","1","1e-04",0.915,0.061,0.805,1.04,0.235
"MR-Horse","1","1e-06",0.932,0.068,0.812,1.077,0.265
"MR-Horse","1","1e-08",0.934,0.066,0.816,1.08,0.264
"IVW","1","0.01",0.503,0.033,0.439,0.568,0.129
"IVW","1","1e-04",0.554,0.037,0.483,0.626,0.143
"IVW","1","1e-06",0.592,0.04,0.513,0.671,0.158
"IVW","1","1e-08",0.623,0.044,0.536,0.71,0.174
"GRAPPLE","1","0.01",0.946,0.065,0.819,1.073,0.254
"GRAPPLE","1","1e-04",0.935,0.064,0.809,1.06,0.251
"GRAPPLE","1","1e-06",0.927,0.065,0.799,1.054,0.255
"GRAPPLE","1","1e-08",0.943,0.069,0.808,1.078,0.27
"MR-Egger","1","0.01",0.529,0.053,0.425,0.633,0.208
"MR-Egger","1","1e-04",0.566,0.061,0.447,0.685,0.238
"MR-Egger","1","1e-06",0.579,0.068,0.445,0.713,0.268
"MR-Egger","1","1e-08",0.598,0.078,0.445,0.751,0.306
"MR-Robust","1","0.01",0.47,0.03,0.41,0.529,0.119
"MR-Robust","1","1e-04",0.523,0.031,0.462,0.584,0.122
"MR-Robust","1","1e-06",0.561,0.033,0.496,0.626,0.13
"MR-Robust","1","1e-08",0.593,0.036,0.522,0.665,0.143
"FLOW-MR","1","0.01",0.785,0.056,0.683,0.904,0.221
"FLOW-MR","1","1e-04",0.814,0.07,0.691,0.965,0.274
"FLOW-MR","1","1e-06",0.83,0.069,0.708,0.965,0.257
"FLOW-MR","1","1e-08",0.847,0.076,0.708,1.013,0.305
"MR-Horse","1","0.01",0.85,0.061,0.742,0.988,0.246
"MR-Horse","1","1e-04",0.863,0.066,0.753,1.008,0.255
"MR-Horse","1","1e-06",0.885,0.065,0.758,1.005,0.247
"MR-Horse","1","1e-08",0.905,0.073,0.779,1.07,0.291
"IVW","1","0.01",0.494,0.03,0.436,0.552,0.116
"IVW","1","1e-04",0.536,0.032,0.472,0.599,0.127
"IVW","1","1e-06",0.576,0.035,0.507,0.646,0.139
